,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,208.2,281.5,232.01,410.1,343.2,323.17,278.41,315.71,264.54,325.48,Upgrade
1,Revenue Growth (YoY),-10.26%,-31.36%,-32.40%,26.90%,23.27%,2.36%,5.24%,-3.00%,92.19%,132.77%,Upgrade
2,Fuel & Purchased Power,54.83,130.83,80.84,269.63,199.68,138.93,89.43,132.23,83.08,78.72,Upgrade
3,Operations & Maintenance,7.78,6.69,8.51,10.27,5.25,9.11,5.13,8.78,1.79,6.11,Upgrade
4,"Selling, General & Admin",11.69,8.95,9.23,11.77,10.43,11.41,9.92,15.15,15.14,16.35,Upgrade
5,Depreciation & Amortization,46.62,44.29,46.28,43.91,44.01,43.87,44.23,44.31,44.7,62.57,Upgrade
6,Other Operating Expenses,17.71,20.05,17.08,25.63,13.17,28.17,18.85,26.23,17.3,28.13,Upgrade
7,Total Operating Expenses,138.63,210.81,161.93,361.2,272.55,231.48,167.56,226.7,162.01,191.88,Upgrade
8,Operating Income,69.57,70.69,70.08,48.9,70.66,91.69,110.85,89,102.53,133.6,Upgrade
9,Interest Expense,-14.94,-17.23,-18.52,-21.12,-21.58,-25.84,-27.91,-25.02,-20.22,-32.54,Upgrade
10,Interest Income,0.33,0.39,0.24,0.35,0.23,0.23,0.14,0.43,0.29,0.54,Upgrade
11,Net Interest Expense,-14.62,-16.85,-18.28,-20.77,-21.35,-25.61,-27.77,-24.59,-19.93,-32,Upgrade
12,Currency Exchange Gain (Loss),-0.9,2.36,-4.08,-4.39,-0.01,-,-,21.93,-,-,Upgrade
13,Other Non-Operating Income (Expenses),0.49,2.33,1.38,0.53,3.01,1.8,3.23,1.19,0.93,6.47,Upgrade
14,EBT Excluding Unusual Items,54.55,58.54,49.09,24.27,52.31,67.88,86.31,87.54,83.53,108.08,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,-,-,0.28,-,Upgrade
16,Pretax Income,54.55,58.54,49.09,24.27,52.31,67.88,86.31,87.54,83.82,108.08,Upgrade
17,Income Tax Expense,17.72,19.64,17.15,4.09,20.56,22.61,27.79,22.37,25.31,31.33,Upgrade
18,Earnings From Continuing Ops.,36.84,38.9,31.94,20.18,31.75,45.28,58.52,65.16,58.51,76.75,Upgrade
19,Minority Interest in Earnings,0,-,0,-,0,0.03,-,0.52,-,0,Upgrade
20,Net Income,36.84,38.9,31.94,20.18,31.75,45.31,58.52,65.68,58.51,76.75,Upgrade
21,Net Income to Common,36.84,38.9,31.94,20.18,31.75,45.31,58.52,65.68,58.51,76.75,Upgrade
22,Net Income Growth,15.32%,92.73%,0.61%,-55.45%,-45.74%,-31.01%,0.01%,-14.43%,105.55%,256.98%,Upgrade
23,Shares Outstanding (Basic),459,459,459,459,459,459,459,459,459,459,Upgrade
24,Shares Outstanding (Diluted),459,459,459,459,459,459,459,459,459,459,Upgrade
25,EPS (Basic),0.08,0.08,0.07,0.04,0.07,0.10,0.13,0.14,0.13,0.17,Upgrade
26,EPS (Diluted),0.08,0.08,0.07,0.04,0.07,0.10,0.13,0.14,0.13,0.17,Upgrade
27,EPS Growth,14.86%,90.91%,0.94%,-55.10%,-45.92%,-31.47%,0.01%,-14.37%,105.78%,263.04%,Upgrade
28,Free Cash Flow,19.01,88.73,78.27,41.76,67.52,64.84,86.65,101.28,64.42,138.07,Upgrade
29,Free Cash Flow Per Share,0.04,0.19,0.17,0.09,0.15,0.14,0.19,0.22,0.14,0.30,Upgrade
30,Profit Margin,17.69%,13.82%,13.77%,4.92%,9.25%,14.02%,21.02%,20.80%,22.12%,23.58%,Upgrade
31,Free Cash Flow Margin,9.13%,31.52%,33.73%,10.18%,19.67%,20.06%,31.12%,32.08%,24.35%,42.42%,Upgrade
32,EBITDA,115.3,114.08,115.35,91.8,113.65,134.1,153.25,131.47,145.37,194.89,Upgrade
33,D&A For EBITDA,45.72,43.39,45.28,42.9,43,42.41,42.4,42.46,42.84,61.28,Upgrade
34,EBIT,69.57,70.69,70.08,48.9,70.66,91.69,110.85,89,102.53,133.6,Upgrade
