,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,176.96,130.72,141.28,89.43,142.12,76.09,107.86,131.96,90.23,61.37,Upgrade
1,Accounts Receivable,38.93,46.09,66.61,60.66,47.33,90.86,40.87,45.34,85.38,59.35,Upgrade
2,Other Receivables,10.39,3.1,0.73,0.32,0.6,1.68,1.64,2.29,1.54,2.51,Upgrade
3,Inventory,58.63,58.47,58.59,58.6,58.82,58.85,59.01,58.96,14.65,59.09,Upgrade
4,Other Current Assets,21.22,12.9,12.88,12.94,15.46,1.22,1.47,1,0.67,1.2,Upgrade
5,Total Current Assets,306.13,251.27,280.08,221.95,264.33,228.69,210.84,239.54,192.46,183.51,Upgrade
6,"Property, Plant & Equipment",1661,1449,1491,1534,1572,1615,1659,1694,1038,1767,Upgrade
7,Other Intangible Assets,1.07,1.43,1.78,2.14,0.27,0.38,0.41,0.71,0.99,1.32,Upgrade
8,Long-Term Deferred Tax Assets,5.6,6.12,8.37,8.92,2.82,5.92,4.84,2.84,3.13,3.22,Upgrade
9,Other Long-Term Assets,19.46,21.85,10.31,12.64,6.24,8.42,-,-,-,-,Upgrade
10,Total Assets,1993,1730,1791,1780,1845,1858,1875,1937,1235,1955,Upgrade
11,Accounts Payable,0.7,4.68,1.28,0.8,-,5.45,-,3.08,17.29,1.47,Upgrade
12,Accrued Expenses,12.29,16.13,13.07,19.47,15.17,38.05,-,-,-,-,Upgrade
13,Short-Term Debt,116.09,-,-,-,-,-,-,-,-,-,Upgrade
14,Current Portion of Long-Term Debt,285.52,487.44,634.55,351.26,314.61,379.58,327.75,274.44,89.5,434.43,Upgrade
15,Current Portion of Leases,-,0.1,0.09,0.18,0.3,0.25,1.95,2,2.13,0.49,Upgrade
16,Current Income Taxes Payable,20.64,23.09,21.65,21.8,20.87,29.38,15.15,22.34,32.54,13.04,Upgrade
17,Other Current Liabilities,207.55,4.84,113.3,111.3,133.56,112.59,138.54,151.92,51.11,65.14,Upgrade
18,Total Current Liabilities,642.78,536.27,783.94,504.8,484.51,565.3,483.39,453.78,192.57,514.57,Upgrade
19,Long-Term Debt,456.8,340.8,197,501,501,431,467.81,592.15,433.27,403.83,Upgrade
20,Long-Term Leases,-,-,-,0.1,0.09,0.08,3.28,3.79,4.56,0.34,Upgrade
21,Long-Term Unearned Revenue,10.84,10.69,10.89,11.09,11.29,11.49,11.19,11.37,11.55,11.74,Upgrade
22,Long-Term Deferred Tax Liabilities,30,25.75,22.12,17.85,19.72,29.8,23.49,16.43,7.83,37.8,Upgrade
23,Other Long-Term Liabilities,-,-,-,-,104.23,101.82,213.46,208.28,-,-,Upgrade
24,Total Liabilities,1140,913.52,1014,1035,1121,1139,1203,1286,649.78,968.27,Upgrade
25,Common Stock,40.15,40.15,40.15,40.15,40.15,40.15,40.15,40.15,40.15,40.15,Upgrade
26,Additional Paid-In Capital,-,-,-,-,-,11.23,11.23,49.1,49.1,65.64,Upgrade
27,Retained Earnings,589.97,553.14,512.84,482.29,462.11,430.36,385.09,326.54,204.95,284.65,Upgrade
28,Comprehensive Income & Other,222.97,222.85,224.42,222.44,222.32,237.13,235.62,235.41,290.29,595.84,Upgrade
29,Total Common Equity,853.1,816.13,777.41,744.89,724.58,718.87,672.09,651.2,584.49,986.28,Upgrade
30,Minority Interest,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.02,0.02,0.53,0.53,Upgrade
31,Shareholders' Equity,853.08,816.11,777.39,744.87,724.56,718.85,672.07,651.22,585.02,986.81,Upgrade
32,Total Liabilities & Equity,1993,1730,1791,1780,1845,1858,1875,1937,1235,1955,Upgrade
33,Total Debt,858.41,828.34,831.65,852.53,816,810.9,800.79,872.38,529.46,839.09,Upgrade
34,Net Cash (Debt),-681.45,-697.62,-690.37,-763.1,-673.88,-734.82,-692.93,-740.42,-439.23,-777.71,Upgrade
35,Net Cash Per Share,-1.49,-1.52,-1.51,-1.66,-1.47,-1.60,-1.51,-1.61,-0.96,-1.70,Upgrade
36,Filing Date Shares Outstanding,458.6,458.6,458.6,458.6,458.6,458.6,458.6,458.6,458.6,458.6,Upgrade
37,Total Common Shares Outstanding,458.6,458.6,458.6,458.6,458.6,458.6,458.6,458.6,458.6,458.6,Upgrade
38,Working Capital,-336.66,-285,-503.86,-282.85,-220.19,-336.61,-272.55,-214.24,-0.11,-331.05,Upgrade
39,Book Value Per Share,1.86,1.78,1.70,1.62,1.58,1.57,1.47,1.42,1.27,2.15,Upgrade
40,Tangible Book Value,852.02,814.7,775.63,742.75,724.31,718.48,671.68,650.49,583.5,984.96,Upgrade
41,Tangible Book Value Per Share,1.86,1.78,1.69,1.62,1.58,1.57,1.46,1.42,1.27,2.15,Upgrade
42,Buildings,-,341.46,-,378.1,-,378.04,-,374.25,-,374.35,Upgrade
43,Machinery,-,2299,-,2259,-,2253,-,2244,-,2229,Upgrade
44,Construction In Progress,-,0.29,-,1.12,-,1.74,-,2.5,-,12.25,Upgrade
