,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,234,167,170,190,298,284,376,468,257,312,303,Upgrade
1,Market Cap Growth,-12.05%,-12.05%,-43.08%,-33.06%,-20.73%,-39.22%,46.43%,50.00%,-15.15%,-1.45%,3.13%,Upgrade
2,Enterprise Value,966,936,916,1053,1087,1186,1209,1347,739,806,858,Upgrade
3,PE Ratio,2.89,2.06,2.17,3.38,5.08,3.15,2.95,3.13,1.74,2.10,2.57,Upgrade
4,PS Ratio,0.44,0.32,0.30,0.27,0.35,0.36,0.51,0.65,0.37,0.48,0.58,Upgrade
5,PB Ratio,0.26,0.18,0.19,0.23,0.35,0.34,0.43,0.58,0.33,0.49,0.27,Upgrade
6,P/FCF Ratio,2.02,1.45,0.92,1.47,2.41,1.83,2.02,2.07,1.31,1.40,1.35,Upgrade
7,P/OCF Ratio,0.86,0.86,0.89,1.37,2.22,1.71,1.81,1.85,1.19,1.26,1.24,Upgrade
8,EV/Sales Ratio,1.84,1.78,1.62,1.52,1.28,1.52,1.64,1.89,1.07,1.24,1.66,Upgrade
9,EV/EBITDA Ratio,3.89,3.80,3.62,4.70,4.68,4.09,3.43,3.93,2.25,2.16,2.76,Upgrade
10,EV/EBIT Ratio,6.41,6.21,5.90,8.19,8.05,6.24,4.86,5.60,3.25,3.11,4.07,Upgrade
11,EV/FCF Ratio,8.34,8.08,4.98,8.12,8.80,7.65,6.50,5.96,3.76,3.63,3.82,Upgrade
12,Debt / Equity Ratio,1.01,1.01,1.01,1.07,1.14,1.13,1.13,1.19,1.34,0.91,0.85,Upgrade
13,Debt / FCF Ratio,7.97,7.97,4.96,6.93,7.80,6.16,5.35,4.26,5.26,2.61,4.19,Upgrade
14,Return on Capital Employed (ROCE),10.38%,10.38%,11.80%,11.81%,9.38%,11.93%,15.66%,14.36%,12.91%,22.66%,13.08%,Upgrade
15,Earnings Yield,34.79%,48.62%,45.99%,29.59%,19.70%,31.75%,33.89%,31.93%,57.43%,47.59%,38.89%,Upgrade
16,Earnings Yield,34.79%,48.62%,45.99%,29.59%,19.70%,31.75%,33.89%,31.93%,57.43%,47.59%,38.89%,Upgrade
17,FCF Yield,49.50%,69.16%,108.43%,68.14%,41.44%,54.53%,49.45%,48.32%,76.63%,71.24%,74.10%,Upgrade
