,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,115,126,140,187,138,140,145,174,202,145,187,Upgrade
1,Market Cap Growth,-32.64%,-32.64%,1.89%,33.33%,-5.36%,-19.40%,-28.21%,19.64%,8.33%,-28.21%,-12.20%,Upgrade
2,Enterprise Value,59,97,106,153,103,111,60,68,81,28,64,Upgrade
3,Last Close Price,0.45,0.48,0.54,0.72,0.53,0.54,0.56,0.67,0.78,0.56,0.72,Upgrade
4,PE Ratio,-,-,-,-,-,-23.46,-,-,-,-8.81,-,Upgrade
5,PS Ratio,0.58,0.63,0.66,0.82,0.59,0.69,0.79,1.08,1.54,1.14,1.33,Upgrade
6,PB Ratio,0.22,0.23,0.26,0.34,0.24,0.24,0.24,0.28,0.32,0.23,0.31,Upgrade
7,P/TBV Ratio,0.24,0.24,0.26,0.34,0.24,0.25,0.24,0.28,0.33,0.24,0.31,Upgrade
8,P/FCF Ratio,-,-135.23,-,-,194.32,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,403.52,403.52,-,-,7.28,-15.91,-,-,-,-,54.83,Upgrade
10,EV/Sales Ratio,0.29,0.48,0.50,0.67,0.44,0.55,0.32,0.42,0.61,0.22,0.46,Upgrade
11,EV/FCF Ratio,-63.36,-104.04,-,-,145.23,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.05,0.05,0.08,0.08,0.08,0.09,0.11,0.08,0.07,0.07,0.07,Upgrade
13,Debt / FCF Ratio,-,-28.87,-,-,66.26,-,-,-,-,-,-,Upgrade
14,Earnings Yield,-16.04%,-14.59%,-13.81%,-8.31%,0.76%,-4.26%,-11.93%,-6.65%,-2.06%,-11.34%,-12.90%,Upgrade
15,FCF Yield,-0.81%,-0.74%,-9.55%,-2.39%,0.51%,-33.14%,-45.47%,-16.20%,-5.09%,-8.94%,-5.25%,Upgrade
