,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,45,53,58,76,95,99,129,149,550,210,1600
1,Market Cap Growth,-30.26%,-30.26%,-38.95%,-23.23%,-26.36%,-33.56%,-76.55%,-29.05%,-65.63%,-,-
2,Enterprise Value,19,10,16,19,51,36,64,61,443,37,1496
3,Last Close Price,0.04,0.05,0.06,0.08,0.10,0.10,0.13,0.15,0.55,0.21,1.54
4,PE Ratio,-,-,-9.13,-,-,16.88,10.77,9.79,20.81,4.84,33.31
5,PS Ratio,0.32,0.38,0.50,0.31,0.29,0.24,0.30,0.48,1.41,0.44,3.10
6,PB Ratio,0.15,0.18,0.19,0.25,0.31,0.31,0.41,0.47,1.80,0.70,5.53
7,P/TBV Ratio,0.18,0.18,0.19,0.25,0.31,0.31,0.41,0.47,1.80,0.70,5.53
8,P/FCF Ratio,-,-,-4.42,-,-20.25,-,-,-,-,-,-
9,P/OCF Ratio,-,-,-4.42,-,450.24,-,-,-,-14.86,-,-
10,EV/Sales Ratio,0.13,0.07,0.14,0.08,0.16,0.09,0.15,0.20,1.14,0.08,2.90
11,EV/EBITDA Ratio,176.84,-,-7.47,-,-,2.23,2.61,2.88,17.49,0.60,19.86
12,EV/EBIT Ratio,-,-,-1.88,-,-,4.87,4.29,5.47,26.98,0.68,21.48
13,EV/FCF Ratio,-1.21,-,-1.22,-,-10.94,-,-,-,-,-,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
15,Debt / FCF Ratio,-,-,-0.09,-,-0.47,-,-,-,-,-,-
16,Return on Capital Employed (ROCE),-,-,-2.79%,-,-,2.27%,4.63%,3.46%,5.23%,17.77%,23.80%
17,Earnings Yield,-18.54%,-15.74%,-10.96%,-23.25%,-8.84%,5.92%,9.28%,10.22%,4.80%,20.67%,3.00%
18,FCF Yield,-34.36%,-29.18%,-22.62%,13.34%,-4.94%,-58.19%,-40.19%,-29.76%,-15.06%,-42.29%,-0.53%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-29.79%,-33.33%,-2.73%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-29.79%,-33.33%,-2.73%,
