,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,24.92,42.26,41.61,55.15,28.85,53.45,53.73,74.91,104.93,172.21
1,Short-Term Investments,1.74,1.66,1.86,2.2,11.75,2.75,3.06,2.39,2.9,2.76
2,Trading Asset Securities,0.49,0.43,0.49,2.11,4.56,7.72,8.56,11.47,-,-
3,Cash & Short-Term Investments,27.15,44.35,43.96,59.47,45.15,63.92,65.35,88.77,107.83,174.97
4,Cash Growth,-38.23%,-25.42%,-2.64%,-6.97%,-30.91%,-28.00%,-39.40%,-49.26%,-,-
5,Accounts Receivable,90.49,74.67,104.55,134.32,142.47,196.31,115.06,73.44,110.77,87.68
6,Other Receivables,69.82,70.87,105.06,66.71,69.82,31.86,19.79,63.76,83.13,51.76
7,Receivables,160.3,145.54,209.61,201.03,212.28,228.16,134.84,137.2,193.89,139.43
8,Prepaid Expenses,110.9,111.49,55.18,71.49,70.66,53.02,67.35,67.63,9.03,15.77
9,Other Current Assets,4.43,4.35,4.26,4.19,4.14,6.64,58.75,6.64,7.7,8.31
10,Total Current Assets,302.78,305.72,313.01,336.17,332.23,351.74,326.29,300.23,318.46,338.48
11,"Property, Plant & Equipment",15.72,12.94,10.63,20.06,22,26.08,34.95,37.89,38.57,26.06
12,Long-Term Accounts Receivable,1.86,3.28,3.14,2.89,2.39,2.74,1.83,1.33,0.65,2.29
13,Other Long-Term Assets,-,-,-,-,-,-,24.18,24.18,-,1.3
14,Total Assets,320.36,321.94,326.79,359.12,356.62,380.55,387.25,363.63,357.68,368.13
15,Accounts Payable,9.39,9.57,13.1,35.36,17.58,27.51,36.5,27.06,33.15,47.31
16,Accrued Expenses,4.36,3.39,3.45,5.15,5.1,5.64,5.78,5.98,6.3,6.48
17,Current Portion of Leases,0.68,1,1.23,1.15,0.74,0.58,0.39,0.5,0.9,1.06
18,Current Income Taxes Payable,-,-,-,-,0.61,5.9,1.08,-,0.73,-
19,Current Unearned Revenue,6.41,-,-,-,1.26,7.58,12.04,7.27,4.71,4.64
20,Other Current Liabilities,3.46,3.92,5.01,4.18,5.98,10.09,9.85,8.94,9.68,15.9
21,Total Current Liabilities,24.29,17.87,22.79,45.84,31.26,57.29,65.63,49.75,55.47,75.39
22,Long-Term Leases,0.22,0.24,0.68,1.06,0.74,0.38,0.11,0.09,0.24,0.45
23,Long-Term Deferred Tax Liabilities,1.73,0.8,0.85,2.84,4.48,5.11,7.25,7.99,2.92,2.91
24,Total Liabilities,26.24,18.91,24.32,49.74,36.48,62.77,72.98,57.83,58.63,78.75
25,Common Stock,10,10,10,10,10,10,10,10,10,10
26,Additional Paid-In Capital,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,81.98,91.98
27,Retained Earnings,171,179.9,179.34,186.26,197.01,194.65,191.15,182.68,185.92,166.25
28,Comprehensive Income & Other,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15
29,Shareholders' Equity,294.13,303.03,302.47,309.38,320.14,317.78,314.27,305.81,299.05,289.38
30,Total Liabilities & Equity,320.36,321.94,326.79,359.12,356.62,380.55,387.25,363.63,357.68,368.13
31,Total Debt,0.9,1.23,1.9,2.21,1.48,0.95,0.49,0.59,1.14,1.51
32,Net Cash (Debt),26.26,43.12,42.05,57.25,43.67,62.97,64.86,88.19,106.69,173.46
33,Net Cash Growth,-37.57%,-24.69%,-3.70%,-9.08%,-32.67%,-28.59%,-39.21%,-49.16%,-,-
34,Net Cash Per Share,0.03,0.04,0.04,0.06,0.04,0.06,0.06,0.09,0.11,0.23
35,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
36,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
37,Working Capital,278.49,287.85,290.22,290.33,300.98,294.45,260.66,250.49,262.99,263.09
38,Book Value Per Share,0.29,0.30,0.30,0.31,0.32,0.32,0.31,0.31,0.30,0.29
39,Tangible Book Value,294.13,303.03,302.47,309.38,320.14,317.78,314.27,305.81,299.05,289.38
40,Tangible Book Value Per Share,0.29,0.30,0.30,0.31,0.32,0.32,0.31,0.31,0.30,0.29
41,Machinery,-,60.11,-,61.54,-,64.27,-,68.9,-,48.96
