,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,26318,11415,7862,9139,12846,12382,14167,17020,17593,16727,26729,16250,21855,30360,10273,6503,7575,7279,6060,3682,5386,Upgrade
1,Market Cap Growth,-7.81%,-7.81%,-44.50%,-46.30%,-26.98%,-25.98%,-47.00%,4.74%,-19.50%,-44.90%,160.20%,149.87%,188.52%,317.06%,69.51%,76.62%,40.64%,176.32%,77.89%,8.88%,88.04%,Upgrade
2,Enterprise Value,26522,11335,7974,8202,11909,11567,13836,16469,17042,15655,25587,16062,21667,30058,9662,5800,6871,6665,5586,3496,5200,Upgrade
3,Last Close Price,21.55,9.35,6.44,7.47,10.50,10.12,11.62,13.69,14.15,13.46,21.58,14.29,19.22,26.70,9.09,5.75,6.70,6.44,5.36,3.26,4.77,Upgrade
4,PE Ratio,154.86,67.13,-89.45,481.29,-,-,-445.12,-,27.27,22.00,45.10,31.92,54.76,96.18,29.74,18.66,22.94,13.13,10.44,6.53,10.48,Upgrade
5,Forward PE,63.38,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,Upgrade
6,PS Ratio,3.53,1.53,1.12,1.40,2.23,1.82,2.03,2.65,2.39,2.95,6.24,4.30,8.23,13.01,4.72,3.20,4.11,4.34,3.87,2.42,3.56,Upgrade
7,PB Ratio,6.06,2.59,1.87,2.22,3.20,2.96,3.32,3.96,3.64,3.61,6.13,3.85,8.63,12.16,4.59,2.99,3.65,3.64,3.20,2.01,3.08,Upgrade
8,P/TBV Ratio,2.72,2.72,1.96,2.34,3.32,3.08,3.47,4.13,3.79,3.74,6.35,4.00,9.11,13.79,4.88,3.17,3.85,3.87,3.42,2.15,3.32,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-15.29,-,-,-,-,-,-,-,26.89,26.59,36.84,23.08,104.57,Upgrade
10,P/OCF Ratio,61.66,61.66,40.41,31.31,-,18.25,51.84,90.06,-94.52,-,-133.14,-,-,-,-,19.19,17.00,16.67,17.30,10.33,18.58,Upgrade
11,EV/Sales Ratio,3.55,1.52,1.13,1.26,2.07,1.70,1.98,2.57,2.32,2.76,5.97,4.25,8.16,12.88,4.44,2.85,3.73,3.97,3.57,2.30,3.44,Upgrade
12,EV/EBITDA Ratio,-,-45.03,98.28,-17.23,-,23.31,-,20.15,17.47,18.55,39.26,28.10,51.93,64.37,19.25,11.83,14.82,16.56,16.60,9.91,15.59,Upgrade
13,EV/EBIT Ratio,-,-21.47,-44.53,-11.37,-,40.94,-,25.97,21.04,22.51,50.53,36.12,73.88,86.91,25.47,15.53,19.88,23.56,26.10,15.48,25.53,Upgrade
