,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,22173,22205,20462,16640,16599,14522,15175,11333,11545,11711
1,Revenue Growth (YoY),8.36%,33.44%,23.28%,14.59%,9.38%,28.14%,31.44%,-3.23%,-6.21%,-
2,Cost of Revenue,9141,9108,8152,7383,6761,6106,5934,4735,4634,5308
3,Gross Profit,13032,13097,12310,9258,9838,8415,9241,6598,6910,6404
4,"Selling, General & Admin",5885,5793,5654,5168,4488,4767,4217,3442,3393,3753
5,Operating Expenses,5885,5793,5654,5168,4488,4767,4217,3442,3393,3753
6,Operating Income,7148,7304,6656,4090,5350,3648,5024,3156,3518,2651
7,Interest Expense,-39.44,-70.07,-29.67,-53.69,-22.34,-29.02,-23.93,-49.84,-29.13,-14.17
8,Interest & Investment Income,543.83,552.02,439.22,365.27,258.09,217.43,113.23,147.89,-,216.93
9,Currency Exchange Gain (Loss),25,-111.98,-,370.12,-,-116.62,-,-240.3,-,-6.57
10,Other Non Operating Income (Expenses),465.29,498.24,458.71,221.75,483.7,312.63,213.41,178.21,306.78,-202.89
11,EBT Excluding Unusual Items,8142,8173,7524,4993,6069,4033,5327,3192,3795,2644
12,Gain (Loss) on Sale of Investments,-,-,-,2.29,-,4.75,-,-,-,35.75
13,Gain (Loss) on Sale of Assets,-,-8.71,-,-14.46,-,-9.8,-,-0.74,-,37.29
14,Pretax Income,8142,8164,7524,4981,6069,4028,5327,3191,3795,2717
15,Income Tax Expense,1903,1860,1749,1094,1461,878.65,1314,778.03,930.8,645.65
16,Earnings From Continuing Operations,6240,6304,5775,3887,4608,3149,4013,2413,2864,2072
17,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,0.24
18,Net Income,6240,6304,5775,3887,4608,3149,4013,2413,2864,2072
19,Preferred Dividends & Other Adjustments,-,1.28,-,1.79,-,-,-,-,-,-
20,Net Income to Common,6240,6303,5775,3885,4608,3149,4013,2413,2864,2072
21,Net Income Growth,8.04%,62.19%,25.33%,23.44%,14.84%,30.50%,40.09%,16.46%,-0.43%,-
22,Shares Outstanding (Basic),11245,11245,11243,11242,11245,11246,11246,11074,10800,10800
23,Shares Outstanding (Diluted),11245,11248,11243,11246,11245,11246,11246,11074,10800,10800
24,Shares Change (YoY),0.02%,0.02%,-0.01%,-0.01%,-0.02%,1.56%,4.13%,2.53%,-,-
25,EPS (Basic),0.55,0.56,0.51,0.35,0.41,0.28,0.36,0.22,0.27,0.19
26,EPS (Diluted),0.55,0.56,0.51,0.35,0.41,0.28,0.36,0.22,0.27,0.19
27,EPS Growth,8.02%,62.18%,25.34%,23.43%,14.86%,28.49%,34.53%,13.59%,-0.43%,-
28,Free Cash Flow,2755,6349,6242,3756,4092,3464,5474,2960,3234,1996
29,Free Cash Flow Per Share,0.24,0.56,0.56,0.33,0.36,0.31,0.49,0.27,0.30,0.18
30,Operating Margin,32.24%,32.90%,32.53%,24.58%,32.23%,25.12%,33.11%,27.85%,30.47%,22.64%
31,Profit Margin,28.14%,28.38%,28.22%,23.35%,27.76%,21.68%,26.44%,21.29%,24.81%,17.69%
32,Free Cash Flow Margin,12.42%,28.59%,30.50%,22.57%,24.65%,23.85%,36.07%,26.12%,28.01%,17.04%
33,EBITDA,8463,8589,7896,5385,6414,4967,5994,4112,4434,3533
34,D&A For EBITDA,1316,1284,1240,1295,1065,1318,969.46,955.92,916.6,882.51
35,EBIT,7148,7304,6656,4090,5350,3648,5024,3156,3518,2651
