,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,16601,24125,24646,15211,18712,14784,12777,9119,5662,1083
1,Short-Term Investments,-,106.23,-,82.06,-,106.29,-,81.68,-,81.94
2,Trading Asset Securities,2427,-,-,-,-,204.75,200.87,-,-,-
3,Cash & Short-Term Investments,19028,24231,24646,15293,18712,15095,12978,9201,5662,1165
4,Cash Growth,-22.79%,58.45%,31.71%,1.32%,44.19%,64.06%,129.19%,689.69%,-,-
5,Accounts Receivable,703.19,547.02,602.57,478.59,645.38,476.28,452.09,357.56,482.88,306
6,Other Receivables,-,123.9,-,155.05,-,184.96,2.03,594.19,0.35,689.14
7,Receivables,703.19,670.92,602.57,633.63,645.38,661.24,454.12,951.75,483.23,995.14
8,Inventory,3337,3092,2393,2108,1722,1809,1546,1805,1683,1762
9,Prepaid Expenses,-,209.12,-,124.35,-,108.16,-,75.36,-,84.36
10,Other Current Assets,975.85,258.21,708.01,201.91,400.98,162.4,689.15,158.51,895.62,365.65
11,Total Current Assets,24044,28461,28349,18361,21481,17836,15667,12192,8724,4372
12,"Property, Plant & Equipment",20307,18127,16910,16251,14564,13524,13242,13286,13434,12971
13,Long-Term Investments,10527,1511,2828,4102,1943,1121,900,-,-,-
14,Other Intangible Assets,73.01,74.22,74.24,58.08,62.18,65.1,53.41,57.89,55.06,59.84
15,Long-Term Deferred Tax Assets,1077,921.33,845.97,433.11,372.72,293.09,414.28,314.63,436.47,372.79
16,Other Long-Term Assets,38.38,42.83,92.41,49.44,83.22,56.41,50.92,9.11,68.13,20.74
17,Total Assets,56066,49137,49100,39255,38507,32896,30327,25859,22718,17796
18,Accounts Payable,1859,1770,1754,1425,1640,1153,1342,881.8,1251,791.46
19,Accrued Expenses,-,6001,-,3230,7.99,2489,4.16,1632,5.29,1392
20,Short-Term Debt,3857,3121,3920,2425,2837,2500,1720,2414,2253,1000
21,Current Portion of Leases,73.05,58.03,51.17,68.68,46.78,46.72,55.49,14.07,14.3,5.94
22,Current Income Taxes Payable,1847,2054,1782,1500,1184,1050,1039,938.13,1054,711.44
23,Current Unearned Revenue,2410,3585,2559,2677,1441,2351,1440,2247,1243,2078
24,Other Current Liabilities,18948,3288,16235,3276,10680,1999,6602,1698,3868,1463
25,Total Current Liabilities,28994,19877,26301,14601,17836,11589,12203,9825,9688,7441
26,Long-Term Leases,16.39,31.25,31.22,31.18,32.44,43.3,29.51,41.31,23.56,30.42
27,Long-Term Unearned Revenue,325.67,303.06,283.69,291.42,280.44,264.55,264.33,267.27,253.84,248.09
28,Long-Term Deferred Tax Liabilities,329.19,355.36,227.05,246.74,191.71,257.7,237.38,233.91,185.67,194.63
29,Total Liabilities,29665,20566,26843,15171,18341,12154,12734,10367,10151,7915
30,Common Stock,1125,1125,1125,1125,1125,1125,1125,1125,1080,360
31,Retained Earnings,16853,19049,12745,14617,10730,11182,8033,5932,11319,9355
32,Comprehensive Income & Other,8424,8398,8388,8343,8312,8435,8435,8435,167.49,167.07
33,Shareholders' Equity,26401,28571,22257,24084,20166,20742,17593,15492,12567,9882
34,Total Liabilities & Equity,56066,49137,49100,39255,38507,32896,30327,25859,22718,17796
35,Total Debt,3946,3210,4002,2525,2916,2590,1805,2469,2291,1036
36,Net Cash (Debt),15082,21022,20644,12768,15797,12504,11173,6731,3372,128.72
37,Net Cash Growth,-26.94%,64.64%,30.68%,2.11%,41.39%,85.77%,231.37%,5129.48%,-,-
38,Net Cash Per Share,1.34,1.87,1.84,1.14,1.40,1.11,0.99,0.61,0.31,0.01
39,Filing Date Shares Outstanding,11246,11246,11246,11246,11246,11246,11246,11246,11188,3600
40,Total Common Shares Outstanding,11246,11246,11246,11246,11246,11246,11246,11246,10800,3600
41,Working Capital,-4950,8585,2049,3760,3645,6247,3464,2367,-964.28,-3069
42,Book Value Per Share,2.35,2.54,1.98,2.14,1.79,1.84,1.56,1.38,1.16,2.74
43,Tangible Book Value,26328,28497,22183,24026,20104,20677,17540,15434,12512,9822
44,Tangible Book Value Per Share,2.34,2.53,1.97,2.14,1.79,1.84,1.56,1.37,1.16,2.73
45,Buildings,-,6211,-,5250,-,4931,-,4665,-,4185
46,Machinery,-,25092,-,21970,-,18117,-,16078,-,14521
47,Construction In Progress,-,1699,-,1738,-,1194,-,1228,-,1235
48,Leasehold Improvements,-,214.02,-,213.17,-,153.04,-,217.23,-,214.34
