,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,427928,416682,507778,486410,495969,506653,578631,438050,617431,-,-
1,Market Cap Growth,-14.34%,-14.34%,2.38%,-4.00%,-14.29%,15.66%,-6.28%,-,-,-,-
2,Enterprise Value,411723,393523,485472,471975,477465,491304,565194,430056,613732,-,-
3,Last Close Price,38.05,37.05,44.34,42.47,42.51,43.42,48.96,37.07,51.98,-,-
4,PE Ratio,31.75,30.92,38.16,46.60,51.65,55.76,65.82,56.68,98.51,-,-
5,Forward PE,29.83,27.67,39.74,45.59,48.46,54.63,61.55,55.06,84.68,-,-
6,PS Ratio,8.97,8.74,10.80,12.13,13.20,13.90,15.87,13.74,22.73,-,-
7,PB Ratio,15.08,14.69,16.13,20.22,18.22,21.45,22.73,20.70,33.56,-,-
8,P/TBV Ratio,14.73,14.73,16.17,20.29,18.26,21.51,22.80,20.77,33.68,-,-
9,P/FCF Ratio,43.75,42.60,36.61,45.02,55.90,57.24,52.74,43.19,83.95,-,-
10,P/OCF Ratio,26.11,26.11,26.63,32.03,36.43,40.08,41.35,34.65,61.68,-,-
11,PEG Ratio,3.37,2.45,2.41,4.00,3.91,4.78,3.54,3.60,5.03,-,-
12,EV/Sales Ratio,8.63,8.25,10.33,11.77,12.71,13.48,15.51,13.49,22.59,-,-
13,EV/EBITDA Ratio,22.34,21.48,26.73,32.89,35.79,36.85,42.01,35.39,60.47,-,-
14,EV/EBIT Ratio,26.51,25.34,31.57,40.65,44.74,46.61,53.09,43.72,77.44,-,-
15,EV/FCF Ratio,42.09,40.23,35.00,43.69,53.81,55.51,51.52,42.40,83.45,-,-
16,Debt / Equity Ratio,0.15,0.15,0.11,0.18,0.10,0.14,0.12,0.10,0.16,0.18,0.10
17,Debt / FCF Ratio,0.43,0.43,0.25,0.40,0.32,0.39,0.29,0.21,0.40,0.44,0.24
18,Return on Capital Employed (ROCE),53.38%,53.38%,47.71%,47.13%,38.29%,43.53%,40.70%,45.13%,41.62%,47.34%,59.02%
19,Earnings Yield,3.15%,3.23%,2.62%,2.15%,1.94%,1.79%,1.52%,1.76%,1.02%,-,-
20,FCF Yield,2.29%,2.35%,2.73%,2.22%,1.79%,1.75%,1.90%,2.32%,1.19%,-,-
21,Buyback Yield / Dilution,-0.02%,-0.02%,-0.02%,0.01%,0.01%,0.02%,-1.56%,-4.13%,-2.53%,-,-
22,Total Shareholder Return,2.13%,-0.02%,-0.02%,0.01%,0.01%,0.02%,-1.56%,-4.13%,-2.53%,-,-
