,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest and Dividend Income,3635,165355,8016,5817,22551,17953,10443,9016,35475,27331,26702,27891,16387,11853,26680,19177,15571,18329,20474,11413,Upgrade
1,Total Interest Expense,75534,71601,51839,54056,73496,77369,83241,76287,54060,45574,42694,45047,38209,32780,32863,32139,25053,22360,14692,14712,Upgrade
2,Net Interest Income,-71899,93754,-43823,-48239,-50945,-59416,-72798,-67271,-18585,-18244,-15992,-17156,-21823,-20927,-6184,-12962,-9482,-4031,5782,-3299,Upgrade
3,Brokerage Commission,21458,23154,34092,31361,26945,30510,24598,19662,20759,19028,26199,30978,51557,36512,35906,30394,17941,12157,11662,9542,Upgrade
4,Trading & Principal Transactions,-3582,-3451,-3184,-3144,-4065,-3439,-2386,-1883,-2250,-1225,-1419,-1343,-2858,-1352,-1813,-1431,-2702,-1124,-804.65,-804.23,Upgrade
5,Asset Management Fee,7481,6318,5265,4609,5163,5743,4667,4048,6712,4216,5569,6961,7709,6118,16952,13949,11087,6403,5175,7027,Upgrade
6,Underwriting & Investment Banking Fee,370,385,200,175,231.82,390.91,1500,770,349,45.45,3425,4406,488,1650,580,440,20100,2040,330,165,Upgrade
7,Gain on Sale of Investments (Rev),182887,183639,147847,177870,175222,152774,281954,204549,77545,45771,202993,152115,331774,107774,136625,109193,171519,57065,128466,71083,Upgrade
8,Other Revenue,86836,-78903,78314,78903,81028,76077,55608,50848,51114,47564,44917,45772,42243,37438,38087,33372,22000,19952,17338,18181,Upgrade
9,Revenue,223551,224896,218711,241536,233580,202639,293143,210723,135643,97157,265692,221733,409091,167212,220153,172955,230463,92462,167948,101895,Upgrade
10,Revenue Growth (YoY),-4.29%,10.98%,-25.39%,14.62%,72.20%,108.57%,10.33%,-4.97%,-66.84%,-41.90%,20.68%,28.20%,77.51%,80.84%,31.08%,69.74%,38.14%,15.24%,3.65%,-39.42%,Upgrade
11,Cost of Services Provided,70703,64926,57877,58815,78176,70366,51177,44103,60909,36930,36709,39616,75988,41223,54812,46529,55367,24565,23285,23262,Upgrade
12,Other Operating Expenses,-12750,-2216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Total Operating Expenses,57953,62710,57877,58815,78176,70366,51177,44103,60909,36930,36709,39616,75988,41223,54812,46529,55367,24565,23285,23262,Upgrade
14,Operating Income,165598,162185,160834,182721,155405,132272,241966,166620,74733,60227,228982,182117,333102,125989,165341,126426,175096,67896,144662,78633,Upgrade
15,Other Non-Operating Income (Expenses),2692,1520,-63.75,-992.47,-2628,-5250,-8272,-9290,-11224,-10608,-6631,-7871,-8177,-6092,-3478,-1177,260.81,58.44,53.19,1304,Upgrade
16,EBT Excluding Unusual Items,168290,163705,160770,181728,152776,127022,233693,157330,63509,49619,222351,174246,324925,119897,161863,125250,175356,67955,144716,79937,Upgrade
17,Gain (Loss) on Sale of Investments,-95013,-94820,-135535,-106917,-94448,-65488,-139164,-103321,-70661,-36149,-218450,-138008,-87673,-83244,-3332,-21224,-48528,-50899,-23140,-76623,Upgrade
18,Pretax Income,73277,68885,25235,74811,58329,61535,94529,54009,-7152,13470,3901,36238,237252,36653,158532,104026,126828,17056,121576,3315,Upgrade
19,Income Tax Expense,15108,13458,4347,14695,25683,11370,18054,10383,-3848,205.9,397.54,5684,47462,6641,31726,20675,25266,461.44,19573,-1701,Upgrade
20,Net Income,58168,55427,20888,60116,32646,50165,76475,43626,-3304,13264,3503,30554,189790,30011,126806,83351,101562,16594,102002,5015,Upgrade
21,Net Income to Common,58168,55427,20888,60116,32646,50165,76475,43626,-3304,13264,3503,30554,189790,30011,126806,83351,101562,16594,102002,5015,Upgrade
22,Net Income Growth,78.18%,10.49%,-72.69%,37.80%,-,278.19%,2083.04%,42.78%,-,-55.80%,-97.24%,-63.34%,86.87%,80.86%,24.32%,1561.88%,116.61%,176.30%,5530.63%,-88.49%,Upgrade
23,Shares Outstanding (Basic),149,149,149,149,149,149,149,149,149,115,144,144,144,115,144,144,144,144,144,145,Upgrade
24,Shares Outstanding (Diluted),149,149,149,149,149,149,149,149,149,115,144,144,144,115,144,144,144,144,144,145,Upgrade
25,Shares Change (YoY),0.02%,0.00%,0.33%,-0.00%,-0.00%,28.92%,2.97%,2.96%,2.97%,0.31%,0.00%,0.01%,0.03%,-20.37%,0.02%,-0.31%,0.03%,-0.81%,-0.19%,0.33%,Upgrade
26,EPS (Basic),391.08,372.73,140.00,404.28,219.54,337.35,514.29,293.38,-22.22,115.00,24.26,211.55,1314.23,261.00,878.12,577.18,703.52,114.92,706.47,34.62,Upgrade
27,EPS (Diluted),391.08,372.73,140.00,404.28,219.54,337.35,514.29,293.38,-22.22,115.00,24.26,211.55,1314.23,261.00,878.12,577.18,703.52,114.92,706.47,34.62,Upgrade
28,EPS Growth,78.13%,10.49%,-72.78%,37.80%,-,193.35%,2020.08%,38.68%,-,-55.94%,-97.24%,-63.35%,86.81%,127.11%,24.30%,1567.02%,116.55%,178.57%,5541.16%,-88.53%,Upgrade
29,Free Cash Flow,-431049,-431049,330413,330413,-806356,-806356,-701785,-701785,-,186740,212615,212615,-,-571624,-280765,-280765,-581176,-,-191943,-191943,Upgrade
30,Free Cash Flow Per Share,-2898.04,-2898.62,2214.60,2222.00,-5422.64,-5422.62,-4719.45,-4719.44,-,1619.00,1472.29,1472.10,-,-4971.22,-1944.26,-1944.22,-4025.82,-,-1329.40,-1325.06,Upgrade
