,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,5830542,5280210,6053649,5733862,5726425,4209294,4298537,3197874,2491367,1881540,2446137,1752939,3866775,4931622,2883430,2468471,1760914,1681114,795869,776717,563918,Upgrade
1,Market Cap Growth,25.44%,25.44%,40.83%,79.30%,129.85%,123.72%,75.73%,82.43%,-35.57%,-61.85%,-15.17%,-28.99%,119.59%,193.35%,262.30%,217.81%,212.26%,113.44%,-12.55%,-26.21%,-57.77%,Upgrade
2,Last Close Price,39200.00,35500.00,40700.00,38550.00,38500.00,28300.00,28900.00,21500.00,16750.00,12650.00,16450.00,12133.03,26772.22,34144.85,19963.87,17090.84,12191.96,11639.45,5510.32,5377.72,3904.37,Upgrade
3,PE Ratio,25.23,27.13,35.80,35.00,26.10,20.74,25.75,24.59,43.64,-,10.32,6.91,10.25,11.47,8.44,7.52,5.80,7.47,4.67,4.86,9.44,Upgrade
4,PS Ratio,6.25,5.81,6.59,6.40,5.90,4.48,5.10,4.34,3.51,2.61,2.46,1.65,3.80,5.09,3.65,3.45,2.65,2.84,1.50,1.50,1.10,Upgrade
5,PB Ratio,2.59,2.34,2.69,2.67,2.81,2.07,2.11,1.65,-,1.01,1.32,0.95,2.13,2.72,-,1.55,1.23,1.17,0.60,-,0.43,Upgrade
6,P/FCF Ratio,-,-,-,-6.02,-2.89,-,-,-,-,-,4.00,-11.97,-6.04,-,-,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,-,-,-,-6.19,-2.93,-,-,-,-,-,3.97,-11.98,-6.05,-,-,-,-,-,-,-,-,Upgrade
8,Debt / Equity Ratio,2.81,2.81,2.81,2.53,3.12,3.12,3.12,2.42,-,1.66,1.83,1.89,2.26,2.26,-,1.79,1.51,1.51,1.21,-,0.68,Upgrade
9,Debt / FCF Ratio,-,-,-,-5.71,-3.20,-,-,-,-,-,5.55,-23.90,-6.41,-,-,-,-,-,-,-,-,Upgrade
10,Asset Turnover,0.10,0.11,-,-,0.11,0.10,-,-,0.10,0.07,-,-,-,-,-,-,0.25,-,-,-,Upgrade,
11,Quick Ratio,0.97,0.97,0.97,0.95,-,0.89,0.89,0.89,-,1.13,1.04,0.97,-,0.90,-,1.04,-,1.13,1.31,-,-,Upgrade
12,Current Ratio,0.97,0.97,0.97,0.95,-,0.89,0.89,0.89,-,1.13,1.05,0.97,-,0.90,-,1.04,-,1.13,1.31,-,-,Upgrade
13,Return on Equity (ROE),10.33%,10.07%,3.99%,11.80%,6.41%,10.09%,-,-,-0.71%,2.86%,0.77%,6.75%,-,-,33.49%,23.19%,29.30%,-,-,1.53%,Upgrade,
14,Return on Assets (ROA),2.67%,2.66%,-,-,1.53%,2.58%,-,-,-0.25%,0.89%,-,-,-,-,-,-,11.16%,-,-,-,Upgrade,
15,Earnings Yield,3.96%,3.69%,2.79%,2.86%,3.83%,4.82%,3.88%,4.07%,2.29%,2.34%,9.69%,14.48%,9.75%,8.72%,11.85%,13.30%,17.24%,13.39%,21.42%,20.59%,10.59%,Upgrade
16,FCF Yield,-3.45%,-3.81%,-9.52%,-16.60%,-34.65%,-71.66%,-51.41%,-38.05%,-12.14%,-,25.02%,-8.35%,-16.55%,-,-59.45%,-46.29%,-59.85%,-57.41%,-,-50.73%,-73.02%,Upgrade
17,Buyback Yield / Dilution,-0.00%,-0.02%,-0.00%,-0.33%,0.00%,0.00%,-28.92%,-2.97%,-2.96%,-2.97%,-0.31%,-0.00%,-0.01%,-0.03%,20.37%,-0.02%,0.31%,-0.03%,0.81%,0.19%,-0.33%,Upgrade
18,Total Shareholder Return,-0.00%,-0.02%,-0.00%,-0.33%,0.00%,0.00%,-28.92%,-2.97%,-2.96%,-2.97%,-0.31%,-0.00%,-0.01%,-0.03%,20.37%,-0.02%,0.31%,-0.03%,0.81%,0.19%,-0.33%,Upgrade
