,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,2160,4000,3692,4145,6648,4418,2934,4671,4228,5717,5092,3817,4321,5097,4303,4705,4556,4703,1777,2776,Upgrade
1,Other Revenue,9.98,40.52,21.59,158.92,-3.71,53.84,19.04,122.49,-12.51,50.19,16.02,88.93,-9.75,44.27,7.82,79.6,-26.35,56.66,7.66,34.13,Upgrade
2,Revenue,2170,4041,3714,4304,6644,4472,2953,4794,4215,5767,5108,3906,4311,5141,4311,4785,4530,4760,1784,2811,Upgrade
3,Revenue Growth (YoY),-67.34%,-9.64%,25.76%,-10.23%,57.61%,-22.46%,-42.18%,22.73%,-2.23%,12.17%,18.48%,-18.36%,-4.81%,8.01%,141.60%,70.24%,40.55%,37.88%,-20.40%,-29.57%,Upgrade
4,Cost of Revenue,1958,3878,3562,4082,6500,4348,2738,4529,3923,5495,4697,3559,4022,4708,3957,4464,4041,4348,1499,2323,Upgrade
5,Gross Profit,211.73,162.29,152.17,221.3,143.8,123.5,215.16,264.93,292.07,272.44,410.37,346.95,289.19,433.19,354.34,320.41,488.67,411.88,285.69,487.09,Upgrade
6,"Selling, General & Admin",278.64,190.09,205.83,333.33,195.12,212.91,191.62,339.46,162.04,182.07,169.77,288.34,169.39,190.73,191.39,289.15,270.93,199.81,176.97,240.34,Upgrade
7,Research & Development,0.95,-,-,-0.47,0.66,-0.04,0.04,0.39,-,-,-,-,-,-,-,-0.3,0.3,-,-,-,Upgrade
8,Other Operating Expenses,0.78,5.97,1.86,13.46,6.05,5.79,-2.96,28.01,6.37,-8.06,2.18,22.95,-1.27,0.02,-2.47,-12.69,8.06,3.79,-0.13,57.96,Upgrade
9,Operating Expenses,283.57,190.91,217.85,360,207.26,223.95,204.31,386.24,160.85,163.82,181.39,336.94,114.37,200.36,179.05,348.64,303.27,182.87,168.26,303.93,Upgrade
10,Operating Income,-71.84,-28.62,-65.68,-138.7,-63.46,-100.46,10.85,-121.31,131.22,108.63,228.98,10.01,174.83,232.84,175.29,-28.23,185.4,229.01,117.43,183.16,Upgrade
11,Interest Expense,-58.23,-33.35,-39.82,-65.04,-87.13,-36.09,-38,-48.51,-50.66,-54.36,-51.27,-45.98,-39.05,-41.67,-32.54,-30.73,-39.49,-30.34,-29.28,-32.33,Upgrade
12,Interest & Investment Income,303.82,171.38,167.26,206.02,-,210.29,170.58,779.37,148.26,155.24,31.17,165.1,89.03,197.55,18.77,1387,164.78,192.27,67.9,71.32,Upgrade
13,Currency Exchange Gain (Loss),1.21,-1.21,-,3.76,-0.88,0.88,-,2.74,1.62,-1.62,-,15.78,-8.48,8.48,-,-20.82,1.88,-1.88,-,14.91,Upgrade
14,Other Non Operating Income (Expenses),-0.62,0.52,-3.38,7.42,-8.21,-2.61,1.29,0.4,-2.37,-1.27,0.06,-22.15,-24.04,31.53,10.22,20.12,-21.23,-1,-2.69,-8.68,Upgrade
15,EBT Excluding Unusual Items,174.33,108.72,58.38,13.46,-159.68,72.01,144.72,612.69,228.06,206.61,208.94,122.75,192.29,428.73,171.75,1327,291.34,388.06,153.35,228.37,Upgrade
16,Gain (Loss) on Sale of Investments,257.21,-69.31,28.41,-1.48,202.57,-3.92,157.17,-21.13,-80.69,-23.46,-130.62,59.59,18.74,-100.71,-44.66,-1103,200.69,-29.37,-30.28,22.41,Upgrade
17,Gain (Loss) on Sale of Assets,-0.89,0.01,-0.01,-0.08,0.34,-0.21,0,-0.17,0.05,0.14,-0,0,0,0.1,0.11,-0.17,0.39,-0.3,0.03,-0,Upgrade
18,Asset Writedown,-13.72,12.53,-12.53,-7.75,7.75,18.34,-18.34,-2.24,2.24,17.34,-17.34,-12.25,12.25,-5.63,5.63,117.57,-118.94,58.17,-58.17,2.4,Upgrade
19,Other Unusual Items,-5.15,4.94,0.21,-1.16,-0.11,0.11,-,17.82,-1.63,1.63,-,19.22,-0.54,0.54,-,8.67,11.73,0,-,10.81,Upgrade
20,Pretax Income,411.79,56.89,74.47,2.99,50.87,86.33,283.55,606.96,148.04,202.26,60.98,189.32,222.75,323.03,132.83,349.87,385.23,416.56,64.93,263.99,Upgrade
21,Income Tax Expense,61.22,23.91,36.34,-0.31,55.6,25.04,66.16,7.15,19.27,39.92,7.87,15.44,36.43,54.85,39.06,61.02,93.31,64.17,13.45,51.3,Upgrade
22,Earnings From Continuing Operations,350.57,32.99,38.12,3.3,-4.73,61.29,217.39,599.81,128.77,162.34,53.11,173.88,186.32,268.18,93.77,288.85,291.91,352.39,51.47,212.69,Upgrade
23,Minority Interest in Earnings,-59.96,51.5,5.07,66.23,89.9,56,-4.41,38.96,-13.57,-9.08,-13.17,-7.87,-27.19,-18.91,-12,-24,7.61,-43.51,-21.6,-23.89,Upgrade
24,Net Income,290.61,84.49,43.19,69.53,85.17,117.29,212.99,638.77,115.2,153.25,39.94,166.01,159.12,249.27,81.77,264.84,299.52,308.88,29.87,188.79,Upgrade
25,Net Income to Common,290.61,84.49,43.19,69.53,85.17,117.29,212.99,638.77,115.2,153.25,39.94,166.01,159.12,249.27,81.77,264.84,299.52,308.88,29.87,188.79,Upgrade
26,Net Income Growth,241.20%,-27.97%,-79.72%,-89.11%,-26.07%,-23.47%,433.28%,284.77%,-27.60%,-38.52%,-51.15%,-37.32%,-46.87%,-19.30%,173.73%,40.28%,15.15%,-,-93.06%,36.51%,Upgrade
27,Shares Outstanding (Basic),4073,2065,4319,3470,3781,3056,3550,2970,3732,1526,3994,2762,2631,3293,2726,2949,3058,1766,3879,3033,Upgrade
28,Shares Outstanding (Diluted),4073,2065,4319,3470,3781,3056,3550,2970,3732,1526,3994,2762,2631,3293,2726,2949,3058,1766,3879,3033,Upgrade
29,Shares Change (YoY),7.74%,-32.43%,21.68%,16.86%,1.30%,100.25%,-11.12%,7.53%,41.84%,-53.67%,46.54%,-6.36%,-13.96%,86.43%,-29.74%,-2.75%,8.51%,-39.00%,33.82%,3.22%,Upgrade
30,EPS (Basic),0.07,0.04,0.01,0.02,0.02,0.04,0.06,0.22,0.03,0.10,0.01,0.06,0.06,0.08,0.03,0.09,0.10,0.17,0.01,0.06,Upgrade
31,EPS (Diluted),0.07,0.04,0.01,0.02,0.02,0.04,0.06,0.22,0.03,0.10,0.01,0.06,0.06,0.08,0.03,0.09,0.10,0.17,0.01,0.06,Upgrade
32,EPS Growth,216.70%,6.61%,-83.33%,-90.69%,-27.02%,-61.78%,500.00%,257.84%,-48.96%,32.69%,-66.67%,-33.06%,-38.26%,-56.71%,289.61%,44.25%,6.12%,-,-94.81%,32.25%,Upgrade
33,Free Cash Flow,1484,393.8,386.22,622.26,-513.22,-170.46,403.31,999.47,-171.76,578.02,-595.66,140.8,1450,-93.87,-71.81,452.63,-462.97,-467.08,279.19,-652.18,Upgrade
34,Free Cash Flow Per Share,0.36,0.19,0.09,0.18,-0.14,-0.06,0.11,0.34,-0.05,0.38,-0.15,0.05,0.55,-0.03,-0.03,0.15,-0.15,-0.26,0.07,-0.22,Upgrade
35,Dividend Per Share,-,-,-,0.058,-,-,-,0.079,-,-,-,0.062,-,-,-,0.031,-,-,-,0.033,Upgrade
36,Dividend Growth,-,-,-,-26.58%,-,-,-,27.42%,-,-,-,101.30%,-,-,-,-6.67%,-,-,-,9.27%,Upgrade
