,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,23229,14995,11316,12739,12261,12842,13081,13593,12193,12295,11614,12309,12802,12338,12396,12410,13301,15752,15306,13606,13893,Upgrade
1,Market Cap Growth,16.77%,16.77%,-13.49%,-6.28%,0.56%,4.44%,12.63%,10.43%,-4.76%,-0.35%,-6.31%,-0.81%,-3.75%,-21.67%,-19.01%,-8.80%,-4.26%,18.54%,5.69%,-13.07%,26.50%,Upgrade
2,Enterprise Value,19586,12503,7865,8870,8392,6819,6927,10429,9029,10972,10663,9435,9927,10906,10780,11665,12556,14141,13877,12128,11041,Upgrade
3,Last Close Price,6.94,4.48,3.34,3.67,3.53,3.70,3.76,3.83,3.44,3.47,3.86,4.03,4.19,4.04,4.06,4.03,4.32,5.12,4.98,4.39,4.49,Upgrade
4,PE Ratio,49.54,30.74,40.07,40.42,25.28,12.18,12.06,12.13,12.87,25.92,22.41,20.04,19.51,16.34,13.84,12.99,14.73,19.05,19.43,33.79,17.30,Upgrade
5,Forward PE,-,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,Upgrade
6,PS Ratio,1.70,1.05,0.61,0.67,0.67,0.68,0.80,0.77,0.61,0.65,0.61,0.67,0.72,0.67,0.66,0.67,0.84,1.13,1.22,1.21,1.18,Upgrade
7,PB Ratio,1.49,0.85,0.68,0.74,0.70,0.73,0.74,0.76,0.69,0.78,0.87,0.88,0.92,0.84,0.85,0.86,0.92,1.10,1.13,1.13,1.15,Upgrade
8,P/TBV Ratio,1.04,1.04,0.83,0.90,0.85,0.88,0.91,0.93,0.85,0.84,0.95,0.96,1.00,0.91,0.92,0.94,1.01,1.20,1.25,1.26,1.28,Upgrade
9,P/FCF Ratio,8.05,5.20,12.73,39.22,35.86,-,-,7.51,15.05,-,7.38,-,8.98,7.10,-,-,-67.10,-,-,-14.40,-,Upgrade
10,P/OCF Ratio,5.05,5.05,11.74,31.90,29.47,-,-,7.27,13.75,-,7.16,-,8.68,6.79,-,-,-131.90,-,-,-16.22,-,Upgrade
11,EV/Sales Ratio,1.38,0.88,0.42,0.46,0.46,0.36,0.42,0.59,0.45,0.58,0.56,0.51,0.56,0.59,0.57,0.63,0.79,1.02,1.10,1.08,0.94,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,49.73,-,20.10,18.18,13.29,15.19,17.81,17.38,19.10,-,18.64,15.22,13.58,11.27,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,80.60,-,22.91,20.41,14.59,16.74,19.66,19.07,20.78,-,19.78,15.95,14.25,11.76,Upgrade
14,EV/FCF Ratio,6.79,4.33,8.85,27.31,24.55,-,-,5.76,11.15,-,6.78,-,6.97,6.28,-,-,-63.34,-,-,-12.84,-,Upgrade
15,Debt / Equity Ratio,0.48,0.48,0.48,0.45,0.39,0.36,0.30,0.33,0.34,0.39,0.54,0.51,0.47,0.35,0.35,0.38,0.25,0.32,0.33,0.37,0.29,Upgrade
16,Debt / EBITDA Ratio,-,-,171.41,-,-,-,-,43.40,-,10.28,13.35,7.32,40.21,6.85,4.99,7.30,-,5.79,4.65,8.61,4.58,Upgrade
17,Debt / FCF Ratio,2.89,2.89,8.98,24.07,20.30,-,-,3.27,7.36,-,4.56,-,4.64,2.97,-,-,-18.13,-,-,-4.68,-,Upgrade
