,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,14811,15579,18151,14298,18662,11976,10940,9176,9226,9009,9646,10437,8792,10609,10380,15783,17841,12848,10407,9013,10599,Upgrade
1,Market Cap Growth,30.09%,30.09%,65.91%,55.82%,102.27%,32.94%,13.41%,-12.08%,4.94%,-15.09%,-7.07%,-33.87%,-50.72%,-17.43%,-0.26%,75.11%,68.32%,4.80%,-28.93%,0.18%,26.21%,Upgrade
2,Enterprise Value,3568,4336,6951,3953,7798,2989,2251,2960,2005,2149,3535,4184,-234,3223,1346,6749,8806,3814,1220,1056,2011,Upgrade
3,Last Close Price,22.11,23.45,28.02,21.09,29.33,18.49,16.79,13.13,13.41,12.74,13.80,15.02,12.82,15.24,14.63,19.10,23.41,16.83,13.53,11.20,13.18,Upgrade
4,PE Ratio,12.42,10.14,11.12,8.71,10.51,8.12,9.06,7.70,10.21,9.85,11.85,16.80,17.92,18.48,15.50,21.10,29.22,29.75,38.06,-,345.03,Upgrade
5,Forward PE,12.04,9.21,11.37,9.36,16.50,11.11,16.94,16.98,17.24,16.48,20.35,25.00,19.79,15.60,26.54,39.71,23.34,33.61,61.44,49.29,31.38,Upgrade
6,PS Ratio,0.50,0.41,0.49,0.40,0.56,0.36,0.35,0.29,0.30,0.30,0.30,0.33,0.26,0.30,0.28,0.43,0.50,0.37,0.34,0.31,0.37,Upgrade
7,PB Ratio,1.75,1.51,1.76,1.43,1.83,1.20,1.14,0.98,0.98,0.97,1.07,1.19,1.00,1.24,1.23,-,1.62,1.17,0.96,0.86,1.01,Upgrade
8,P/TBV Ratio,1.68,1.68,1.96,1.60,2.07,1.38,1.30,1.13,1.13,1.12,1.21,1.35,1.14,1.42,1.41,-,1.77,1.28,1.07,0.89,1.04,Upgrade
9,P/FCF Ratio,-,-,7.89,6.46,-,3.66,6.61,4.56,-,-3.11,-8.65,-,-,17.96,-,9.51,-,4.60,-,8.07,-,Upgrade
10,P/OCF Ratio,-,-,4.68,3.92,-,2.62,3.51,2.64,-,-5.93,-1081.93,-,-,6.03,-,5.43,-,3.11,-,3.30,-,Upgrade
11,PEG Ratio,5.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,Upgrade
