,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,443,418,452,433,482,531,561,561,566,630,644,Upgrade
1,Market Cap Growth,-3.41%,-3.41%,-6.12%,-18.52%,-14.04%,-5.26%,-0.87%,-10.94%,-12.21%,24.27%,-6.43%,Upgrade
2,Enterprise Value,1196,1168,1174,1096,954,943,856,843,758,736,766,Upgrade
3,Last Close Price,0.90,0.85,0.92,0.88,0.98,1.08,1.14,1.14,1.15,1.28,1.31,Upgrade
4,PE Ratio,7.71,7.08,9.42,13.02,19.10,13.73,12.87,12.92,11.75,14.59,24.25,Upgrade
5,PS Ratio,0.48,0.46,0.58,0.56,0.80,1.18,0.96,0.76,0.84,1.25,1.40,Upgrade
6,PB Ratio,0.90,0.85,1.00,0.88,1.14,1.12,1.20,1.35,1.46,1.63,1.76,Upgrade
7,P/TBV Ratio,0.85,0.85,1.00,0.89,1.14,1.13,1.21,1.36,1.50,1.63,1.76,Upgrade
8,P/FCF Ratio,-,-,-5.19,-,-,-,-,-,-,-,7.24,Upgrade
9,P/OCF Ratio,4.85,4.85,13.69,-,-,52.87,-,7.62,35.05,5.26,7.06,Upgrade
10,EV/Sales Ratio,1.31,1.28,1.51,1.41,1.58,2.09,1.46,1.14,1.13,1.47,1.66,Upgrade
11,EV/EBITDA Ratio,11.29,11.56,14.59,26.07,28.72,22.42,13.11,7.51,6.37,9.28,12.18,Upgrade
12,EV/EBIT Ratio,13.33,12.99,17.27,36.26,-,34.26,16.62,8.30,7.02,10.75,14.66,Upgrade
13,EV/FCF Ratio,-69.01,-,-13.46,-,-,-,-,-,-,-,8.61,Upgrade
14,Debt / Equity Ratio,1.59,1.59,1.74,1.55,1.71,1.22,0.95,0.83,0.87,0.80,0.78,Upgrade
15,Debt / FCF Ratio,-,-,-9.01,-,-,-,-,-,-,-,3.22,Upgrade
16,Return on Capital Employed (ROCE),10.45%,10.45%,8.33%,2.76%,-,3.42%,9.12%,23.77%,26.78%,17.57%,12.76%,Upgrade
17,Earnings Yield,13.34%,14.12%,10.61%,7.68%,5.24%,7.28%,7.77%,7.74%,8.51%,6.85%,4.12%,Upgrade
18,FCF Yield,-3.91%,-4.14%,-19.28%,-45.50%,-28.13%,-31.47%,-27.25%,-19.95%,-17.45%,16.45%,13.81%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.01%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.01%,Upgrade,
