,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,22801,26055,24505,25321,24801,23960,22385,19499,15634,18752,Upgrade
1,Revenue Growth (YoY),-6.95%,2.90%,-1.19%,5.68%,10.79%,22.88%,43.18%,3.98%,-6.70%,11.70%,Upgrade
2,Cost of Revenue,22286,25598,24041,25114,24100,23358,21160,18666,15034,18225,Upgrade
3,Gross Profit,514.47,457.31,464.23,207.75,700.88,601.98,1225,833.71,600.1,527.69,Upgrade
4,"Selling, General & Admin",404.67,582.83,365.97,521.3,406.71,389.95,511.82,436.73,320.75,360.38,Upgrade
5,Other Operating Expenses,-26.59,-26.41,-39.39,-37.39,-6.68,-28.11,-13.55,-33.96,-12.5,-28.92,Upgrade
6,Operating Expenses,378.08,556.42,326.58,483.9,400.03,361.84,498.27,402.77,308.26,331.46,Upgrade
7,Operating Income,136.39,-99.11,137.65,-276.15,300.85,240.14,726.96,430.94,291.84,196.22,Upgrade
8,Interest Expense,-151.79,-112.12,-161.65,-135.22,-140.96,-143.61,-128.66,-117.9,-110.33,-111.6,Upgrade
9,Interest & Investment Income,21.54,4.22,32.3,17.86,26.66,16.63,18.17,16.97,14.65,10.41,Upgrade
10,Currency Exchange Gain (Loss),7.95,-18.92,10.03,-19.75,32.79,1.05,-1.1,1.38,-1.33,0.01,Upgrade
11,EBT Excluding Unusual Items,14.09,-225.93,18.33,-413.26,219.34,114.21,615.37,331.39,194.83,95.04,Upgrade
12,Gain (Loss) on Sale of Assets,-,-0.68,-,-0.48,-,-0.44,-,-0.25,-,-0.4,Upgrade
13,Pretax Income,14.09,-226.62,18.33,-413.73,219.34,113.77,615.37,331.14,194.83,94.64,Upgrade
14,Income Tax Expense,4.67,-24.5,6.71,-96.41,60.85,54.47,147.11,85.84,54.33,29.63,Upgrade
15,Earnings From Continuing Operations,9.42,-202.12,11.63,-317.32,158.49,59.3,468.26,245.31,140.5,65.02,Upgrade
16,Minority Interest in Earnings,-4.99,-24.27,-4.31,-10.1,-9.37,-18.48,-14.05,-24.96,-12.87,-5.16,Upgrade
17,Net Income,4.44,-226.39,7.32,-327.42,149.11,40.83,454.22,220.35,127.63,59.86,Upgrade
18,Net Income to Common,4.44,-226.39,7.32,-327.42,149.11,40.83,454.22,220.35,127.63,59.86,Upgrade
19,Net Income Growth,-39.42%,-,-95.09%,-,-67.17%,-81.47%,255.87%,268.09%,8.46%,12690.81%,Upgrade
20,Shares Outstanding (Basic),1275,1275,1275,1275,1275,1225,1245,1206,1245,1204,Upgrade
21,Shares Outstanding (Diluted),1275,1275,1275,1275,1276,1230,1246,1206,1245,1204,Upgrade
22,Shares Change (YoY),-,-,-0.14%,3.65%,2.45%,2.00%,0.05%,0.13%,-0.01%,0.16%,Upgrade
23,EPS (Basic),0.00,-0.18,0.01,-0.26,0.12,0.03,0.36,0.18,0.10,0.05,Upgrade
24,EPS (Diluted),0.00,-0.18,0.01,-0.26,0.12,0.03,0.36,0.18,0.10,0.05,Upgrade
25,EPS Growth,-38.95%,-,-95.13%,-,-67.50%,-81.62%,260.00%,267.72%,11.11%,-,Upgrade
26,Free Cash Flow,-447.35,280.31,-851.92,331.01,-710.58,26.93,-207.93,59.79,-284.16,-316.96,Upgrade
27,Free Cash Flow Per Share,-0.35,0.22,-0.67,0.26,-0.56,0.02,-0.17,0.05,-0.23,-0.26,Upgrade
28,Dividend Per Share,-,-,-,-,-,0.048,0.050,-,-,0.001,Upgrade
29,Dividend Growth,-,-,-,-,-,-,-,-,-,-48.87%,Upgrade
30,Operating Margin,0.60%,-0.38%,0.56%,-1.09%,1.21%,1.00%,3.25%,2.21%,1.87%,1.05%,Upgrade
31,Profit Margin,0.02%,-0.87%,0.03%,-1.29%,0.60%,0.17%,2.03%,1.13%,0.82%,0.32%,Upgrade
32,Free Cash Flow Margin,-1.96%,1.08%,-3.48%,1.31%,-2.87%,0.11%,-0.93%,0.31%,-1.82%,-1.69%,Upgrade
33,EBITDA,359.48,103.83,348.78,-85.85,509.27,435.81,924.35,557.4,417.56,307.76,Upgrade
34,D&A For EBITDA,223.09,202.94,211.13,190.3,208.42,195.67,197.39,126.46,125.72,111.54,Upgrade
35,EBIT,136.39,-99.11,137.65,-276.15,300.85,240.14,726.96,430.94,291.84,196.22,Upgrade
