,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,208.78,158.49,154.34,143.62,204.61,124.52,116.9,181.87,189.71,95.96,158.18,255.51,219.11,277.01,100.18,364.27,62.48,53.77,-
1,Trading Asset Securities,80.11,165.2,125.06,79.12,83.93,60.06,79.86,25.03,45.01,95.1,45.44,-,70.59,0.29,200.59,-,0.01,0.01,-
2,Cash & Short-Term Investments,288.88,323.69,279.4,222.73,288.54,184.58,196.76,206.9,234.72,191.06,203.62,255.51,289.7,277.29,300.77,364.27,62.49,53.79,61.2
3,Cash Growth,0.12%,75.37%,42.00%,7.65%,22.93%,-3.39%,-3.37%,-19.02%,-18.98%,-31.10%,-32.30%,-29.86%,363.57%,415.55%,391.47%,-,-,-,-
4,Accounts Receivable,400.91,361.98,292.73,277.4,295.47,373.07,272.8,255.34,280.61,307.37,264.63,238.11,245.13,313.35,283.32,211.3,177.97,132.17,-
5,Other Receivables,10.57,3.81,2.46,2.6,3.3,5.71,4.11,4.46,3.87,7.47,3.6,6.53,7,3.86,5.07,8.13,26.27,48.32,-
6,Receivables,411.48,365.8,295.2,280.01,298.77,378.78,276.9,259.8,284.48,314.83,268.23,244.64,252.12,317.2,288.39,219.44,204.24,180.49,-
7,Inventory,221.4,190.18,189.77,217.82,224.05,229.79,240.92,264.74,284.04,338.45,323.26,328.56,294.62,247.69,273.06,255.69,193.94,130.62,-
8,Other Current Assets,44.04,31.74,27.88,24.93,35.02,33.12,43.77,40.44,41.3,39.91,43.45,42.98,50.25,54.71,52.57,45.35,39.11,29.11,-
