,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,16784,21653,22323,12246,14702,9264,18640,9941,16429,14138,8052,8608,12387,8761,17731,9475,12262,20183,9868,11969,Upgrade
1,Revenue Growth (YoY),14.16%,133.74%,19.76%,23.18%,-10.52%,-34.47%,131.50%,15.49%,32.63%,61.38%,-54.59%,-9.15%,1.02%,-56.59%,79.68%,-20.84%,-32.17%,-4.76%,-50.38%,-3.70%,Upgrade
2,Cost of Revenue,13459,18282,18405,9474,11433,7077,14980,7481,13043,11154,5620,6258,8779,6786,14799,7405,10193,16523,7685,9152,Upgrade
3,Gross Profit,3325,3372,3918,2772,3269,2186,3660,2460,3387,2983,2432,2350,3608,1975,2932,2070,2069,3660,2182,2816,Upgrade
4,"Selling, General & Admin",2988,2424,2998,2438,2912,1815,2896,2106,3601,2294,2054,2046,4226,1699,2596,1605,1999,2489,2034,2081,Upgrade
5,Operating Expenses,2988,2424,2998,2438,2912,1815,2896,2106,3601,2294,2054,2046,4226,1699,2596,1605,1999,2489,2034,2081,Upgrade
6,Operating Income,337.38,947.24,919.7,333.79,356.71,371.63,764.53,354.53,-214.77,689.38,378.24,304.12,-617.59,276.31,335.95,464.75,69.66,1171,148.72,735.04,Upgrade
7,Interest Expense,-80.66,-118.17,-132.28,-113.79,-102.03,-116.55,-94.9,-94.38,-92.99,-74.14,-47.71,-46.29,-37.49,-101.36,-119.48,-128.89,-170.32,-214.35,-231.55,-249.92,Upgrade
8,Interest & Investment Income,69.65,2.42,96,119.94,481.77,14.47,81.59,33.16,1005,32.01,160.23,34.04,1826,39.65,62.71,65.92,327.75,68.8,374.36,0.68,Upgrade
9,Other Non Operating Income (Expenses),47.84,1.77,54.79,-12.08,18.32,20.29,198.03,2.5,-4.89,13.17,-7.8,10.03,13.85,-2.81,689.14,22,50.13,3.81,-463.94,4.07,Upgrade
10,Pretax Income,374.2,833.25,938.21,327.86,754.77,289.85,949.25,295.81,692.1,660.42,482.95,301.89,1184,211.79,968.32,423.77,277.22,1029,-172.41,489.87,Upgrade
11,Income Tax Expense,90.1,170.01,222.8,106.15,177.06,60.98,185.13,66.62,135.64,139.01,96.8,60.26,71.12,42.6,193.74,84.66,44.04,129.37,-34.46,98.43,Upgrade
12,Earnings From Continuing Operations,284.11,663.24,715.41,221.71,577.71,228.86,764.12,229.19,556.46,521.4,386.16,241.63,1113,169.19,774.58,339.11,233.18,899.6,-137.94,391.44,Upgrade
13,Minority Interest in Earnings,8.29,15.62,12.57,17.5,-5.24,15.07,1.44,9.08,-8.76,9.19,-0.32,-0.15,-0.23,-0.53,-0.63,-0.12,6.22,0.88,-0.38,-0.17,Upgrade
14,Net Income,292.39,678.86,727.98,239.21,572.47,243.94,765.56,238.27,547.69,530.59,385.84,241.48,1113,168.66,773.95,338.99,239.4,900.48,-138.32,391.27,Upgrade
15,Net Income to Common,292.39,678.86,727.98,239.21,572.47,243.94,765.56,238.27,547.69,530.59,385.84,241.48,1113,168.66,773.95,338.99,239.4,900.48,-138.32,391.27,Upgrade
16,Net Income Growth,-48.92%,178.29%,-4.91%,0.39%,4.52%,-54.03%,98.42%,-1.33%,-50.79%,214.59%,-50.15%,-28.77%,364.89%,-81.27%,-,-13.36%,-69.05%,1538.69%,-,-25.78%,Upgrade
17,Shares Outstanding (Basic),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Upgrade
18,Shares Outstanding (Diluted),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Upgrade
19,Shares Change (YoY),-0.13%,-0.46%,-0.14%,-0.70%,0.23%,0.35%,0.22%,0.84%,-0.17%,0.73%,-0.40%,-0.43%,0.40%,-0.59%,0.29%,-0.03%,-0.43%,-0.25%,0.20%,-0.05%,Upgrade
20,EPS (Basic),112.00,260.00,279.00,92.00,219.00,93.00,293.00,91.00,210.00,203.00,148.00,93.00,426.00,65.00,295.69,130.00,92.00,345.00,-53.00,150.00,Upgrade
21,EPS (Diluted),112.00,260.00,279.00,92.00,219.00,93.00,293.00,91.00,210.00,203.00,148.00,93.00,426.00,65.00,295.69,130.00,92.00,345.00,-53.00,150.00,Upgrade
22,EPS Growth,-48.86%,179.57%,-4.78%,1.10%,4.29%,-54.19%,97.97%,-2.15%,-50.70%,212.31%,-49.95%,-28.46%,363.04%,-81.16%,-,-13.33%,-68.92%,1542.86%,-,-25.74%,Upgrade
23,Free Cash Flow,3772,3848,-4470,-1425,-,-1331,-,-,-,-1428,-3602,1482,-915.93,4341,2235,1065,2007,3474,-,-544.31,Upgrade
24,Free Cash Flow Per Share,1444.68,1473.79,-1713.01,-548.08,-,-507.54,-,-,-,-546.18,-1381.54,570.70,-350.58,1672.97,853.79,408.35,771.25,1330.82,-,-208.67,Upgrade
25,Dividend Per Share,-,-,-,-,-,-,-,-,600.000,-,-,-,500.000,-,500.000,-,-,-,-,-,Upgrade
26,Dividend Growth,-,-,-,-,-,-,-,-,20.00%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Gross Margin,19.81%,15.57%,17.55%,22.64%,22.23%,23.60%,19.64%,24.75%,20.61%,21.10%,30.20%,27.30%,29.13%,22.54%,16.54%,21.85%,16.87%,18.13%,22.12%,23.53%,Upgrade
28,Operating Margin,2.01%,4.37%,4.12%,2.73%,2.43%,4.01%,4.10%,3.57%,-1.31%,4.88%,4.70%,3.53%,-4.99%,3.15%,1.89%,4.91%,0.57%,5.80%,1.51%,6.14%,Upgrade
29,Profit Margin,1.74%,3.14%,3.26%,1.95%,3.89%,2.63%,4.11%,2.40%,3.33%,3.75%,4.79%,2.81%,8.98%,1.93%,4.36%,3.58%,1.95%,4.46%,-1.40%,3.27%,Upgrade
30,Free Cash Flow Margin,22.47%,17.77%,-20.02%,-11.64%,-,-14.37%,-,-,-,-10.10%,-44.73%,17.21%,-7.39%,49.55%,12.60%,11.24%,16.37%,17.21%,-,-4.55%,Upgrade
31,EBITDA,655.27,1269,1195,592.41,559.58,574.49,982.14,609.54,40.24,952.46,637.42,561.36,-370.97,529.67,575.52,716.3,314.6,1433,438.17,1041,Upgrade
32,EBITDA Margin,3.90%,5.86%,5.35%,4.84%,3.81%,6.20%,5.27%,6.13%,0.24%,6.74%,7.92%,6.52%,-2.99%,6.05%,3.25%,7.56%,2.57%,7.10%,4.44%,8.70%,Upgrade
33,D&A For EBITDA,317.9,322.06,275.41,258.62,202.87,202.87,217.61,255.01,255.01,263.07,259.19,257.24,246.62,253.36,239.57,251.55,244.94,262.29,289.45,306.12,Upgrade
34,EBIT,337.38,947.24,919.7,333.79,356.71,371.63,764.53,354.53,-214.77,689.38,378.24,304.12,-617.59,276.31,335.95,464.75,69.66,1171,148.72,735.04,Upgrade
35,EBIT Margin,2.01%,4.37%,4.12%,2.73%,2.43%,4.01%,4.10%,3.57%,-1.31%,4.88%,4.70%,3.53%,-4.99%,3.15%,1.89%,4.91%,0.57%,5.80%,1.51%,6.14%,Upgrade
36,Effective Tax Rate,24.08%,20.40%,23.75%,32.38%,23.46%,21.04%,19.50%,22.52%,19.60%,21.05%,20.04%,19.96%,6.01%,20.11%,20.01%,19.98%,15.88%,12.57%,-,20.09%,Upgrade
37,Revenue as Reported,16784,21653,22323,12246,14702,9264,18640,9941,16429,14138,8052,8608,12387,8761,17731,9475,12262,20183,9868,11969,Upgrade
