,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2016
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Sep '15 Sep 30, 2015"
0,Revenue,340.9,323.66,358.63,383.35,387.4,451.42,415.6,382.42,410.54,1059
1,Revenue Growth (YoY),-4.94%,-15.57%,-7.43%,-15.08%,-6.78%,18.04%,1.23%,-63.89%,-26.29%,-
2,Cost of Revenue,292.9,306.69,294.84,285.64,311.88,336.73,296.15,256.69,262.99,761.43
3,Gross Profit,48.01,16.97,63.79,97.71,75.52,114.69,119.45,125.73,147.55,297.71
4,"Selling, General & Admin",45.63,50.85,46.15,56.46,48.98,91.54,55.15,57.82,48.38,124.63
5,Research & Development,10.24,7.68,11.71,17.47,12.22,12.59,12.85,12.05,12.29,-
6,Other Operating Expenses,-1.95,-1.45,-1.34,-3.89,-3.23,-2.99,-11.68,0.7,-5.95,-
7,Operating Expenses,53.65,57.65,59.28,69.29,63.13,107.75,56.3,68.43,55.14,124.63
8,Operating Income,-5.64,-40.67,4.51,28.42,12.39,6.94,63.15,57.3,92.41,173.08
9,Interest Expense,-31.94,-34.03,-28.48,-26.42,-18.6,-14.84,-11.26,-25.27,-1.58,-49.44
10,Interest & Investment Income,0.35,0.42,0.53,0.46,0.26,0.43,0.43,0.58,0.15,0.8
11,Currency Exchange Gain (Loss),-1.02,0.44,-2.5,0.32,-37.48,5.68,-1.13,11.17,-,18.47
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,8.1,-8.1,49.86
13,EBT Excluding Unusual Items,-38.25,-73.84,-25.93,2.78,-43.43,-1.79,51.19,51.88,82.89,192.77
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,1.24,-,0.77,-,-
15,Gain (Loss) on Sale of Assets,-,-5.63,-,3.52,-,-4.77,-,0.37,-,-1.41
16,Pretax Income,-38.25,-79.47,-25.93,6.29,-43.43,-5.32,51.19,53.02,82.89,191.37
17,Income Tax Expense,-2.05,-4.27,-5.5,0.23,-1.55,-14.47,12.71,13.66,21.02,58.6
18,Earnings From Continuing Operations,-36.2,-75.2,-20.44,6.07,-41.88,9.15,38.49,39.36,61.88,132.77
19,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-10.88
20,Net Income,-36.2,-75.2,-20.44,6.07,-41.88,9.15,38.49,39.36,61.88,121.89
21,Net Income to Common,-36.2,-75.2,-20.44,6.07,-41.88,9.15,38.49,39.36,61.88,121.89
22,Net Income Growth,-,-,-,-33.67%,-,-76.76%,-37.80%,-67.71%,174.65%,-
23,Shares Outstanding (Basic),1167,1167,1167,1167,1167,1167,1167,1000,875,831
24,Shares Outstanding (Diluted),1167,1167,1167,1167,1167,1167,1167,1000,875,831
25,Shares Change (YoY),-,-,-,-,-,16.71%,33.33%,20.28%,-,-
26,EPS (Basic),-0.03,-0.06,-0.02,0.01,-0.04,0.01,0.03,0.04,0.07,0.15
27,EPS (Diluted),-0.03,-0.06,-0.02,0.01,-0.04,0.01,0.03,0.04,0.07,0.15
28,EPS Growth,-,-,-,-33.67%,-,-80.09%,-53.35%,-73.11%,-,-
29,Free Cash Flow,-50.91,17.53,-121.86,-115.97,-137.36,-128.08,-227.07,3.66,-26.92,-62.69
30,Free Cash Flow Per Share,-0.04,0.02,-0.10,-0.10,-0.12,-0.11,-0.19,0.00,-0.03,-0.08
31,Dividend Per Share,-,-,-,-,-,0.013,-,-,-,-
32,Operating Margin,-1.66%,-12.57%,1.26%,7.41%,3.20%,1.54%,15.20%,14.98%,22.51%,16.34%
33,Profit Margin,-10.62%,-23.23%,-5.70%,1.58%,-10.81%,2.03%,9.26%,10.29%,15.07%,11.51%
34,Free Cash Flow Margin,-14.93%,5.41%,-33.98%,-30.25%,-35.46%,-28.37%,-54.64%,0.96%,-6.56%,-5.92%
35,EBITDA,96.13,84.93,110.96,154.69,130.26,140.24,168.15,150.69,197.76,411.03
36,D&A For EBITDA,101.78,125.6,106.45,126.27,117.87,133.3,105,93.39,105.35,237.94
37,EBIT,-5.64,-40.67,4.51,28.42,12.39,6.94,63.15,57.3,92.41,173.08
