,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2016
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Sep '15 Sep 30, 2015"
0,Cash & Equivalents,174.84,138.94,148.05,155.55,151.69,169.86,209.63,149.52,-,127.5
1,Short-Term Investments,10.29,15.57,23.87,21.93,36.99,25.36,16.26,14.06,-,-
2,Trading Asset Securities,-,-,-,-,-,-,-,200.82,-,-
3,Cash & Short-Term Investments,185.13,154.51,171.92,177.48,188.68,195.22,225.89,364.39,57.35,127.5
4,Cash Growth,7.68%,-12.94%,-8.88%,-9.09%,-16.47%,-46.43%,293.85%,185.80%,-,-
5,Accounts Receivable,1042,970.53,1034,885.31,966.76,867.33,836.73,688.7,-,1643
6,Other Receivables,-,80.46,-,106.68,-,68.39,-,-,-,150.82
7,Receivables,1042,1051,1034,991.98,966.76,935.72,836.73,688.7,-,1793
8,Inventory,40.12,44.46,41.92,39.58,26.71,33.81,32.73,21.02,-,39.41
9,Prepaid Expenses,-,6.21,-,11.11,-,9.14,-,-,-,-
10,Restricted Cash,-,0.37,-,3.42,-,-,-,-,-,-
11,Other Current Assets,150.13,41.65,134.96,28.87,105.73,18.7,106.27,66.91,-,88.69
12,Total Current Assets,1417,1298,1383,1252,1288,1193,1202,1141,-,2049
13,"Property, Plant & Equipment",1668,1658,1708,1752,1719,1642,1582,1231,-,6130
14,Other Intangible Assets,14.46,16.71,18.93,21.18,23.32,25.57,27.82,30.03,-,9.66
15,Long-Term Accounts Receivable,15.49,23.8,34.32,66.55,47.33,27.3,36.57,32.92,-,28.85
16,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,78.5
17,Other Long-Term Assets,103.43,81.25,60.61,60.59,36.07,31.53,23.56,46.82,-,27.94
18,Total Assets,3218,3078,3205,3153,3113,2919,2872,2482,-,8324
19,Accounts Payable,394.65,327.77,355.85,387.27,489.45,431.44,482.53,169.62,-,531.86
20,Accrued Expenses,-,21.47,-,21.42,-,31.54,-,43.52,-,3.56
21,Short-Term Debt,-,-,-,-,-,-,-,-,-,158.39
22,Current Portion of Long-Term Debt,582.24,483.48,433.63,363.85,261.16,167.09,124.28,125.93,-,706.92
23,Current Portion of Leases,24.63,26.14,27.8,38.09,35,24.35,20.94,33.01,-,-
24,Current Income Taxes Payable,-,5.75,-,9.19,-,6.37,-,20.33,-,49.09
25,Current Unearned Revenue,2.24,2.53,6.03,0.9,12.62,15.06,2.39,8.33,-,-
26,Other Current Liabilities,66.37,35.98,86.77,48.2,96.9,64.85,101.95,31.39,-,442.28
27,Total Current Liabilities,1070,903.11,910.07,868.91,895.13,740.7,732.08,432.13,-,1892
28,Long-Term Debt,598.01,612.41,667.84,617.42,574.18,474.87,447.36,356.7,-,1752
29,Long-Term Leases,82.61,58.31,41.02,47.57,37.11,34.38,22.31,34.18,-,-
30,Long-Term Deferred Tax Liabilities,55.61,57.81,63.21,67.63,67.74,70.71,86.01,84.04,-,272.81
31,Other Long-Term Liabilities,27.21,24.91,26.09,33.91,28.2,28.14,23.31,23.77,-,11.66
32,Total Liabilities,1834,1657,1708,1635,1602,1349,1311,930.81,-,3929
33,Common Stock,593.03,593.03,593.03,593.03,593.03,593.03,593.03,593.03,-,700.12
34,Additional Paid-In Capital,181.94,181.94,181.94,181.94,181.44,198.35,256.38,256.38,-,3233
35,Retained Earnings,338.12,374.33,449.53,469.96,463.9,505.78,467.55,458.14,-,66.94
36,Comprehensive Income & Other,271.51,272.13,272.12,272.69,272.68,272.68,243.62,243.39,-,394.68
37,Total Common Equity,1385,1421,1497,1518,1511,1570,1561,1551,1077,4395
38,Minority Interest,-,-,-,-,-,-,-,-,-,0.13
39,Shareholders' Equity,1385,1421,1497,1518,1511,1570,1561,1551,1077,4395
40,Total Liabilities & Equity,3218,3078,3205,3153,3113,2919,2872,2482,-,8324
41,Total Debt,1287,1180,1170,1067,907.45,700.69,614.88,549.82,608.79,2618
42,Net Cash (Debt),-1102,-1026,-998.37,-889.44,-718.77,-505.47,-389,-185.43,-551.43,-2490
43,Net Cash Per Share,-0.94,-0.88,-0.86,-0.76,-0.62,-0.43,-0.33,-0.19,-0.63,-3.00
44,Filing Date Shares Outstanding,1167,1167,1167,1167,1167,1167,1167,1167,875.15,875.15
45,Total Common Shares Outstanding,1167,1167,1167,1167,1167,1167,1167,1167,875.15,875.15
46,Working Capital,346.94,395.08,472.88,383.54,392.75,451.89,469.54,708.89,-,156.9
47,Book Value Per Share,1.19,1.22,1.28,1.30,1.29,1.35,1.34,1.33,1.23,5.02
48,Tangible Book Value,1370,1405,1478,1496,1488,1544,1533,1521,1044,4385
49,Tangible Book Value Per Share,1.17,1.20,1.27,1.28,1.27,1.32,1.31,1.30,1.19,5.01
50,Buildings,40.79,38.61,39.17,35.11,15.58,15.58,14.45,12.24,-,-
51,Machinery,2610,2501,2497,2485,2467,2347,2277,1869,-,7673
52,Construction In Progress,3.99,3.89,24.12,20.77,15.25,9,2.19,6.79,-,198.32
53,Leasehold Improvements,21.63,18.84,16.87,16.72,15.5,15.24,14.17,12.95,-,40.62
