,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1530,1549,1411,1375,1107,1265,1362,1796,1047,1531,Upgrade
1,Short-Term Investments,116.87,160.54,249.6,222.88,124.31,39.73,114.25,53.16,873.18,310.69,Upgrade
2,Trading Asset Securities,601.77,547.23,909.62,1015,1431,1706,1742,1533,2294,3698,Upgrade
3,Cash & Short-Term Investments,2249,2257,2570,2613,2662,3011,3218,3382,4214,5539,Upgrade
4,Cash Growth,-12.51%,-13.63%,-3.46%,-13.22%,-17.26%,-10.98%,-23.64%,-38.93%,-23.23%,11.87%,Upgrade
5,Accounts Receivable,905.4,984.59,1011,1130,1618,1750,1692,1738,1427,1494,Upgrade
6,Receivables,905.4,984.59,1011,1130,1618,1750,1692,1738,1427,1494,Upgrade
7,Inventory,0.8,4.31,4.28,5.17,4.73,5.24,4.94,6,10.6,9.35,Upgrade
8,Prepaid Expenses,193.59,161.55,217.35,227.66,314.37,313.54,314.24,382.06,337.54,378.11,Upgrade
9,Restricted Cash,225.1,231.46,8.73,11.12,16.08,19.28,24.16,37.64,57.1,92.7,Upgrade
10,Other Current Assets,1.08,1.44,7.68,9.44,165.14,163.85,171.96,396.95,412.77,529.81,Upgrade
11,Total Current Assets,3575,3640,3819,3997,4780,5263,5425,5943,6459,8042,Upgrade
12,"Property, Plant & Equipment",1365,1435,1534,1600,1601,1700,1529,1642,1651,1936,Upgrade
13,Long-Term Investments,89.74,97.89,118.09,104,124.22,137.41,130.71,119.77,68.55,84.23,Upgrade
14,Goodwill,-,11.99,-,11.98,-,12.12,12.11,12.07,27.59,134.99,Upgrade
15,Other Intangible Assets,37.91,31.42,55.13,48.98,63.64,52.27,46.98,49.09,64.44,124.54,Upgrade
16,Long-Term Deferred Tax Assets,95.5,103.22,104.91,115.93,135.33,120.13,129.14,116.33,88.66,84.42,Upgrade
17,Other Long-Term Assets,1325,1371,1434,1353,1432,1498,1522,1472,1399,1552,Upgrade
18,Total Assets,6488,6690,7065,7231,8137,8783,8795,9354,9759,11958,Upgrade
19,Accounts Payable,261.72,275.76,323.25,482.83,401.84,390.06,318.75,382.38,329.39,396.58,Upgrade
20,Short-Term Debt,219.15,54.91,-,-,-,-,-,-,-,-,Upgrade
21,Current Portion of Long-Term Debt,132.42,140.36,155.07,151.14,478.38,494.37,488.78,677.34,745.52,637.63,Upgrade
22,Current Portion of Leases,146.7,148.93,148.93,168.43,187.99,223.84,212.12,202.5,206.56,214.79,Upgrade
23,Current Income Taxes Payable,140.76,154.64,143.98,163.64,166.21,174.71,149.65,132.19,95.57,92.26,Upgrade
24,Current Unearned Revenue,237.19,238.03,232.11,259.12,134.75,163.43,258.75,209.9,279.15,265.61,Upgrade
25,Other Current Liabilities,808.26,769.64,922.34,718.43,1146,1127,1015,1152,1261,1520,Upgrade
26,Total Current Liabilities,1946,1782,1926,1944,2515,2573,2443,2756,2917,3127,Upgrade
27,Long-Term Debt,10.85,11.14,33.52,33.96,36.02,37.23,40.64,52.8,42.08,186.86,Upgrade
28,Long-Term Leases,535.34,578.62,606.31,671.2,610.92,596.91,409.56,512.44,508.61,608.82,Upgrade
29,Long-Term Deferred Tax Liabilities,127.72,143.57,149.24,136.26,149.34,155.88,155.29,149.7,248.82,399.38,Upgrade
30,Other Long-Term Liabilities,4.23,4.35,4.64,4.51,4.83,5.04,4.99,4.86,4.5,4.62,Upgrade
31,Total Liabilities,2624,2520,2719,2790,3316,3369,3053,3476,3721,4327,Upgrade
32,Common Stock,499.37,499.37,499.37,499.37,499.37,499.37,499.37,499.35,499.35,499.35,Upgrade
33,Additional Paid-In Capital,172.75,172.52,171.93,163.82,162.74,158.03,155.81,153.5,153.39,150.63,Upgrade
34,Retained Earnings,1111,1296,1419,1555,1601,1931,2142,2387,2488,3424,Upgrade
35,Comprehensive Income & Other,1156,1224,1275,1203,1358,1454,1435,1367,1217,1287,Upgrade
36,Total Common Equity,2940,3191,3366,3421,3621,4043,4232,4407,4357,5362,Upgrade
37,Minority Interest,923.41,979.06,979.69,1020,1200,1372,1510,1471,1680,2270,Upgrade
38,Shareholders' Equity,3863,4170,4345,4441,4821,5414,5742,5878,6037,7632,Upgrade
39,Total Liabilities & Equity,6488,6690,7065,7231,8137,8783,8795,9354,9759,11958,Upgrade
40,Total Debt,1044,933.96,943.84,1025,1313,1352,1151,1445,1503,1648,Upgrade
41,Net Cash (Debt),1204,1323,1626,1588,1349,1659,2067,1937,2711,3891,Upgrade
42,Net Cash Growth,-25.96%,-16.70%,20.56%,-4.25%,-34.72%,-14.39%,-23.77%,-50.21%,-32.49%,3.94%,Upgrade
43,Net Cash Per Share,2.41,2.65,3.26,3.18,2.70,3.32,4.14,3.88,5.43,7.79,Upgrade
44,Filing Date Shares Outstanding,499.37,499.37,499.37,499.37,499.37,499.37,499.37,499.35,499.35,499.35,Upgrade
45,Total Common Shares Outstanding,499.37,499.37,499.37,499.37,499.37,499.37,499.37,499.35,499.35,499.35,Upgrade
46,Working Capital,1628,1858,1893,2053,2265,2689,2983,3187,3542,4916,Upgrade
47,Book Value Per Share,5.89,6.39,6.74,6.85,7.25,8.10,8.47,8.83,8.73,10.74,Upgrade
48,Tangible Book Value,2902,3148,3310,3360,3557,3978,4173,4346,4265,5102,Upgrade
49,Tangible Book Value Per Share,5.81,6.30,6.63,6.73,7.12,7.97,8.36,8.70,8.54,10.22,Upgrade
50,Land,-,10.53,-,11.63,-,12.07,-,11.93,-,11.96,Upgrade
51,Buildings,-,700.54,-,675.21,-,733.88,-,707.64,-,687.97,Upgrade
52,Machinery,-,1101,-,1123,-,1290,-,1322,-,1412,Upgrade
53,Construction In Progress,-,-,-,17.61,-,-,-,-,-,2.36,Upgrade
54,Leasehold Improvements,-,524.28,-,518.66,-,521.19,-,512.86,-,506.24,Upgrade
