,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,56832,58337,57120,43991,29335,29290,32633,27298,16627,15520,19151,19031,24938,25639,28264,31770,37460,34803,27010,30309,31549,Upgrade
1,Market Cap Growth,99.17%,99.17%,75.03%,61.15%,76.43%,88.73%,70.40%,43.44%,-33.33%,-39.47%,-32.24%,-40.10%,-33.43%,-26.33%,4.64%,4.82%,18.74%,13.09%,-6.30%,1.94%,20.25%,Upgrade
2,Enterprise Value,47931,48103,46253,34867,20211,22060,26018,20246,12417,12258,14704,12966,18657,17738,21620,24891,32473,30758,20442,23210,27965,Upgrade
3,Last Close Price,25.67,25.79,25.25,18.43,12.29,12.27,13.67,10.59,6.45,6.02,7.43,6.80,8.91,9.16,10.10,11.18,13.19,12.25,9.51,9.89,10.30,Upgrade
4,PE Ratio,17.64,18.24,18.91,18.69,16.14,17.45,25.20,27.43,21.90,32.13,47.45,-,40.63,41.28,47.27,-,72.60,45.10,20.43,-,16.24,Upgrade
5,Forward PE,13.68,16.19,18.54,23.73,15.81,18.27,23.09,22.69,24.10,20.86,20.87,17.03,13.06,15.07,14.19,19.93,18.38,17.79,14.32,16.60,12.66,Upgrade
6,PS Ratio,1.75,1.81,1.77,1.46,1.08,1.06,1.32,1.25,0.76,0.75,0.88,0.82,1.07,1.08,1.18,1.41,1.73,1.50,1.06,1.06,1.03,Upgrade
7,PB Ratio,4.38,4.43,4.62,2.99,2.09,2.18,2.52,1.85,1.14,1.11,1.39,1.27,1.63,1.74,1.94,2.10,2.43,2.17,1.74,1.73,1.78,Upgrade
8,P/TBV Ratio,5.09,5.09,5.35,3.38,2.37,2.49,2.90,2.08,1.29,1.22,1.54,1.39,1.78,1.92,2.13,2.30,2.66,2.38,1.91,1.88,1.94,Upgrade
9,P/FCF Ratio,15.86,-,8.50,6.15,-,3.97,5.28,8.06,7.30,-27.73,-,-,-,-,5.09,-,14.34,10.76,-,-,7.13,Upgrade
10,P/OCF Ratio,14.32,-,7.97,5.78,-,3.66,4.58,6.20,5.11,36.23,-,-,-,-,4.39,-,10.50,8.52,-,-,5.90,Upgrade
11,PEG Ratio,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
