,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,30.56,38.17,37.18,41.3,46.16,59,59.34,89.71,36.44,118.92
1,Short-Term Investments,3.08,2.7,2.62,1.07,1.43,1.33,0.57,33.18,110.39,48.46
2,Trading Asset Securities,-,-,-,-,-,-,20,-,-,-
3,Cash & Short-Term Investments,33.64,40.87,39.79,42.36,47.59,60.33,79.91,122.9,146.83,167.37
4,Cash Growth,-15.46%,-3.52%,-16.38%,-29.79%,-40.45%,-50.91%,-45.58%,-26.57%,-19.33%,25.26%
5,Accounts Receivable,8.74,1.84,7.87,8.38,11.94,15.78,25.52,40.2,58.38,73.01
6,Other Receivables,2.54,3.15,7.48,3.73,8.72,14.55,7.64,8.72,10.58,8.44
7,Receivables,11.28,5,15.35,12.12,20.66,30.34,33.16,48.91,68.96,81.45
8,Other Current Assets,11.19,13.03,10.69,11.55,10.28,13.45,22.79,16.48,14.96,12.15
9,Total Current Assets,56.11,58.9,65.83,66.03,78.53,104.12,135.86,188.29,230.75,260.97
10,"Property, Plant & Equipment",0.15,0.19,0.24,0.25,0.24,0.26,4.43,5.7,0.27,0.61
11,Long-Term Investments,4.49,8.21,4.98,4.97,16.51,16.46,20.51,23.83,13.44,8.5
12,Other Intangible Assets,0.52,1.18,2.32,4.75,19.41,27.91,39.33,45.87,50.39,57.18
13,Long-Term Deferred Tax Assets,-,-,-,-,0.82,0.82,3.35,2.41,1.37,0.84
14,Other Long-Term Assets,-,-,-,-,0.36,0.36,0.36,-,1.95,-
15,Total Assets,61.28,68.48,73.37,75.99,115.86,149.94,203.84,266.09,298.17,328.1
16,Accounts Payable,2.31,0.5,1.52,3.9,9.14,10.73,9.28,21.75,11.45,11.74
17,Accrued Expenses,1.49,2.57,1.59,3.02,2.66,4.1,7.44,10.36,9.92,9.7
18,Current Portion of Leases,-,-,-,-,-,-,2.44,2.39,-,-
19,Current Income Taxes Payable,0.85,0.85,0.85,0.85,0.85,0.91,0.85,0.85,1.02,0.99
20,Current Unearned Revenue,0.17,2.59,0.96,0.32,0.52,1.44,2.52,4.97,3.43,4.94
21,Other Current Liabilities,3.06,4.4,2.83,3.25,4.9,13.99,0.58,1.78,0.81,0.38
22,Total Current Liabilities,7.88,10.91,7.75,11.35,18.08,31.18,23.11,42.1,26.62,27.76
23,Long-Term Leases,-,-,-,-,-,-,1.21,2.44,-,-
24,Total Liabilities,7.88,10.91,7.75,11.35,18.08,31.18,24.31,44.54,26.62,27.76
25,Common Stock,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97
26,Additional Paid-In Capital,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55
27,Retained Earnings,-131.65,-127.52,-120.86,-120,-89.8,-68.43,-6.5,40.51,85.66,114.27
28,Comprehensive Income & Other,135.53,135.58,136.96,135.13,138.07,137.67,136.51,131.32,135.33,135.33
29,Total Common Equity,53.4,57.57,65.62,64.64,97.78,118.76,179.53,221.35,270.51,299.11
30,Minority Interest,-,-,-,-,-,-,-,0.21,1.04,1.23
31,Shareholders' Equity,53.4,57.57,65.62,64.64,97.78,118.76,179.53,221.56,271.55,300.35
32,Total Liabilities & Equity,61.28,68.48,73.37,75.99,115.86,149.94,203.84,266.09,298.17,328.1
33,Total Debt,-,-,-,-,-,-,3.65,4.83,-,-
34,Net Cash (Debt),33.64,40.87,39.79,42.36,47.59,60.33,76.26,118.07,146.83,167.37
35,Net Cash Growth,-15.46%,-3.52%,-16.38%,-29.79%,-37.60%,-48.90%,-48.06%,-29.46%,-18.82%,25.26%
36,Net Cash Per Share,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.05,0.06,0.07
37,Filing Date Shares Outstanding,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
38,Total Common Shares Outstanding,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
39,Working Capital,48.24,48,58.08,54.68,60.45,72.95,112.75,146.19,204.13,233.22
40,Book Value Per Share,0.02,0.03,0.03,0.03,0.04,0.05,0.08,0.10,0.12,0.13
41,Tangible Book Value,52.88,56.4,63.3,59.9,78.37,90.85,140.2,175.48,220.12,241.94
42,Tangible Book Value Per Share,0.02,0.02,0.03,0.03,0.03,0.04,0.06,0.08,0.10,0.11
43,Machinery,-,0.77,-,0.73,-,0.75,-,0.62,-,0.63
