,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,83,208,164,238,253,402,476,893,670,432,670,Upgrade
1,Market Cap Growth,-12.50%,-12.50%,-35.29%,-40.74%,-46.87%,-55.00%,-28.89%,106.90%,0%,-74.56%,-64.84%,Upgrade
2,Enterprise Value,349,2028,2225,2616,2732,7475,7599,8117,7313,8081,7944,Upgrade
3,Last Close Price,0.56,1.40,1.10,1.60,1.70,2.70,3.20,6.00,4.50,2.90,4.50,Upgrade
4,PE Ratio,-,-,1.83,-,0.09,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.24,0.72,0.51,0.70,0.64,0.79,0.64,0.19,0.15,0.55,0.50,Upgrade
6,PB Ratio,0.18,0.39,0.13,0.22,0.21,-0.19,-0.27,108.23,2.20,0.37,0.40,Upgrade
7,P/TBV Ratio,0.44,0.44,0.15,0.27,0.26,-,-,-,9.40,0.39,0.42,Upgrade
8,P/FCF Ratio,0.76,1.90,1.42,3.54,-0.86,-,-37.70,-,2.39,0.79,10.61,Upgrade
9,P/OCF Ratio,1.85,1.85,1.39,3.04,-0.91,-,155.86,-,2.10,0.80,10.02,Upgrade
10,EV/Sales Ratio,1.01,7.04,6.87,7.69,6.89,14.79,10.26,1.77,1.59,10.22,5.89,Upgrade
11,EV/EBITDA Ratio,2.41,19.89,18.80,-45.34,-,-,-,-,30.21,-,-,Upgrade
12,EV/EBIT Ratio,3.58,24.77,23.10,-35.13,-,-,-,-,35.17,-,-,Upgrade
13,EV/FCF Ratio,3.18,18.48,19.36,38.95,-9.27,-,-601.67,-,26.14,14.86,125.83,Upgrade
14,Debt / Equity Ratio,0.49,0.49,1.46,1.81,1.87,-1.13,-4.02,865.85,23.83,6.06,4.87,Upgrade
15,Debt / FCF Ratio,2.37,2.37,15.88,29.22,-7.54,-,-569.90,-,25.97,13.00,128.94,Upgrade
16,Return on Capital Employed (ROCE),17.69%,14.84%,4.75%,-3.62%,-,-,-,-,4.73%,-,-,Upgrade
17,Earnings Yield,-331.11%,-132.45%,54.68%,1329.75%,1140.00%,-547.00%,-434.84%,-114.81%,-171.87%,-244.61%,-158.02%,Upgrade
18,FCF Yield,131.72%,52.69%,70.23%,28.21%,-116.49%,-55.21%,-2.65%,-3.12%,41.78%,126.00%,9.43%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-0.00%,0.00%,-,-,-,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,-0.00%,0.00%,-,-,-,-,-,Upgrade,
