,Fiscal Quarter,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Cash & Equivalents,27232,19568,-,36001,48383,29454,19232,34530,20927,12543,17690,21709,18561,-,25460,37292,45603,11660,31870,42216,Upgrade
1,Short-Term Investments,59820,49280,-,58080,36470,49790,58290,46800,44300,56690,55800,58339,58239,-,58328,48316,32447,-,35331,22193,Upgrade
2,Cash & Short-Term Investments,87052,68848,94081,94081,84853,79244,77522,81330,65227,69233,73490,80048,76800,83787,83787,85608,78051,11660,67201,64409,Upgrade
3,Cash Growth,2.59%,-13.12%,21.36%,15.68%,30.09%,14.46%,5.49%,1.60%,-15.07%,-17.37%,-12.29%,-6.49%,-1.60%,618.57%,24.68%,32.91%,-,-81.44%,6.95%,5.20%,Upgrade
4,Accounts Receivable,33084,43794,-,39455,35436,36565,37502,42165,50216,52240,47399,45766,57883,-,53037,47053,45068,23974,53636,50975,Upgrade
5,Other Receivables,3534,3751,-,2622,2192,3769,3023,3745,3625,3237,3322,2847,2588,-,2802,2730,2464,1474,3070,2999,Upgrade
6,Receivables,36618,47545,-,42078,37628,40334,40525,45909,53841,55478,50720,48613,60471,-,55838,49783,47532,25447,56706,53974,Upgrade
7,Inventory,3018,3615,-,4173,1332,2510,643.04,1357,5115,2590,1579,3294,1372,-,1750,1120,2100,1068,2512,1266,Upgrade
8,Prepaid Expenses,1176,3517,-,1764,1193,1502,404.74,399.67,521.51,360.33,345.71,241.19,310.15,-,402.03,2663,2058,749.2,465.11,374.86,Upgrade
