,Fiscal Quarter,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Revenue,56219,48069,49384,42384,37085,34092,41162,49352,71168,51326,53698,49152,63659,56216,67971,60444,49093,38072,63063,61166,Upgrade
1,Revenue Growth (YoY),51.59%,41.00%,19.98%,-14.12%,-47.89%,-33.58%,-23.35%,0.41%,11.80%,-8.70%,-21.00%,-18.68%,29.67%,47.66%,7.78%,-1.18%,-15.33%,9.30%,-0.43%,3.99%,Upgrade
2,Cost of Revenue,50403,42043,42692,34122,30370,30496,34603,42372,65036,45432,48177,43656,57901,50603,62655,51389,43725,34611,57070,55133,Upgrade
3,Gross Profit,5816,6025,6692,8262,6715,3597,6558,6981,6132,5894,5521,5496,5757,5613,5316,9055,5368,3461,5993,6033,Upgrade
4,"Selling, General & Admin",7635,4548,4936,3660,4290,3872,4868,4155,4599,4230,2710,4052,4899,4500,4491,5717,3909,1688,5081,4231,Upgrade
5,Operating Expenses,7635,4548,4936,3660,4290,3872,4868,4155,4599,4230,2710,4052,4899,4500,4491,5717,3909,1688,5081,4231,Upgrade
6,Operating Income,-1819,1477,1756,4602,2425,-275.92,1691,2825,1533,1664,2811,1443,858.11,1113,825.09,3338,1459,1773,911.84,1802,Upgrade
7,Interest Expense,-,-80.88,-,-,-,-,-,-,-,-4.57,-,-,-,-6.69,-,-,-,-240,-,-,Upgrade
8,Interest & Investment Income,668.4,630.79,944.58,1261,1101,1055,963.27,663.44,596.34,646.3,823.67,932.26,753.76,1021,949.75,552.04,1517,10.66,1589,577.49,Upgrade
