,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,-,1343,1356,2531,3014,794.33,8.66,11.73,656.66,30.58,28.12,38.08,40.11,52.29,50.26,62.05,63.14,16.15,13.63,9.82,Upgrade
1,Short-Term Investments,-,-,5.95,-,6.76,-,-,-,6.18,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,1039,1087,-,-,66.44,152,160.23,119.46,207.64,221.78,220.64,149.14,225.59,278.61,292.35,292.11,383.87,390.19,374.15,Upgrade
3,Cash & Short-Term Investments,2382,2382,2449,2531,3021,860.78,160.66,171.96,782.29,238.21,249.9,258.72,189.24,277.87,328.87,354.41,355.25,400.02,403.82,383.97,Upgrade
4,Cash Growth,-21.13%,176.77%,1424.27%,1372.01%,286.14%,261.35%,-35.71%,-33.53%,313.39%,-14.27%,-24.01%,-27.00%,-46.73%,-30.54%,-18.56%,-7.70%,-15.19%,3873.18%,9.31%,1594.12%,Upgrade
5,Accounts Receivable,-,2148,2281,2614,2522,2758,71.54,68.81,2133,51.92,52.86,41.16,29.64,45.1,45.17,44.6,32.05,19.81,36.92,62.3,Upgrade
6,Other Receivables,-,15.87,40.03,12.31,55.49,30.36,1.92,2.09,28.91,2.56,1.94,2.07,0.99,1.41,1.35,1.44,1.44,1.71,1.55,1.58,Upgrade
7,Receivables,-,2163,2321,2626,2577,2788,99.73,70.9,2242,54.48,54.8,43.23,116.24,46.51,46.52,46.04,33.49,21.52,38.47,63.88,Upgrade
8,Inventory,-,1307,958.6,912.24,1269,944.67,70.31,57.95,743.19,54.03,54.07,45.99,50.22,48.18,49.1,55.22,64.27,35.4,35.55,48.71,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Current Assets,-,147.52,109.7,155.57,85.88,318.8,17.8,37.82,119.76,5.8,5.09,12.8,15.89,11.92,17.25,18.47,14.74,7.01,9.81,11.32,Upgrade
11,Total Current Assets,-,6000,5838,6225,6953,4913,348.5,338.63,3888,352.51,363.86,360.74,371.59,384.48,441.74,474.14,467.74,463.95,487.64,507.89,Upgrade
12,"Property, Plant & Equipment",-,2236,2170,2169,2125,2069,399.62,389.71,2063,373.74,382.43,392.51,382.53,342.22,313.54,296.52,294.15,160.15,162.46,162.1,Upgrade
13,Long-Term Investments,-,90.72,88.55,90.39,83.48,85.2,-,-,84.32,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Goodwill,-,7.5,7.5,7.5,7.5,7.5,-,-,7.5,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Intangible Assets,-,263.94,216.95,221.05,220.7,224.25,50.44,50.75,227.42,51.26,55.88,56.21,56.53,56.86,57.19,57.52,57.85,46.22,46.44,46.7,Upgrade
16,Long-Term Deferred Tax Assets,-,79.17,78.5,72.31,73.52,54.72,1,1,54.47,1.36,1.36,1.36,1.36,0.37,0.37,0.37,0.37,3.32,3.32,3.32,Upgrade
17,Long-Term Deferred Charges,-,10.94,8.94,10.26,7.61,4.59,-,-,5.7,0.03,0.04,0.02,0.01,0.55,0.54,0.56,0.58,0.5,0.51,0.52,Upgrade
18,Other Long-Term Assets,-,213.13,202.67,336.73,229.67,212.27,18.95,31.18,225.53,31.86,15.21,18.51,15,35.65,32.28,26.03,17.42,24.08,12.15,17.13,Upgrade
19,Total Assets,-,8902,8611,9133,9700,7570,818.51,811.27,6555,810.76,818.78,829.33,827.03,820.13,845.66,855.14,838.12,698.23,712.53,737.66,Upgrade
20,Accounts Payable,-,2817,2515,3043,3366,3110,37.07,32.93,2506,28.82,37.04,48.69,52.8,43.64,45.88,50.16,54.81,9.38,15.36,14.12,Upgrade
21,Accrued Expenses,-,144.95,174.84,122.15,184.7,126.9,5.44,4.47,183.04,4.64,6.96,3.57,4.83,9.03,7.52,5.57,4.42,5.43,5.41,2,Upgrade
22,Short-Term Debt,-,-,200.46,388.04,835.71,-,-,-,831.06,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Current Portion of Long-Term Debt,-,23.96,0.08,34.53,0.08,52.43,40.05,40.07,340.47,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,-,-,-,Upgrade
24,Current Portion of Leases,-,-,38.25,-,35.95,-,0.02,-,23.46,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,-,48.44,24.35,38.02,21.8,73.72,-,2.62,29.03,4.04,0.58,3.33,0.58,1.01,0.5,0.74,0.26,0.24,0.1,-1.06,Upgrade
26,Current Unearned Revenue,-,33.37,58.2,88.89,47.48,50.69,0.52,0.52,52.18,0.39,0.37,0.62,0.72,0.42,0.84,0.2,1.19,0.35,0.49,0.51,Upgrade
