,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3339,3130,3333,3030,3405,2914,2443,2478,1783,2310,Upgrade
1,Revenue Growth (YoY),0.17%,3.31%,-2.10%,3.96%,39.37%,17.59%,37.02%,7.28%,-23.35%,10.62%,Upgrade
2,Cost of Revenue,1495,1455,1388,1401,1465,1213,973.08,910.95,641.57,923.27,Upgrade
3,Gross Profit,1843,1675,1945,1628,1939,1701,1470,1567,1141,1387,Upgrade
4,"Selling, General & Admin",898.43,782.43,1058,860.46,1085,1001,987.63,1086,808.46,813.23,Upgrade
5,Research & Development,136.52,151,138.75,134.68,124.43,149.92,98.07,77.27,49.63,-,Upgrade
6,Other Operating Expenses,-51.52,-102.66,-45.3,-34.59,-28.71,-33,-40.57,-31.84,-37.83,-17.11,Upgrade
7,Operating Expenses,983.56,829.22,1152,962.66,1183,1119,1045,1118,833.82,798.84,Upgrade
8,Operating Income,859.89,845.67,792.48,665.48,756.32,581.07,424.58,449.39,307.44,587.74,Upgrade
9,Interest Expense,-63.16,-64.67,-60.75,-50.37,-37.88,-32.29,-29.01,-23.63,-27.84,-30.37,Upgrade
10,Interest & Investment Income,15.79,14.28,19.64,13.81,15.39,11.46,13.25,12.57,10.41,14.42,Upgrade
11,Earnings From Equity Investments,13.76,16.44,14.17,7.71,6.08,5.43,-,-,-,-,Upgrade
12,Currency Exchange Gain (Loss),7.98,0.4,5.15,11.4,9.3,-3.72,-4.81,-6.49,1.32,1,Upgrade
13,Other Non Operating Income (Expenses),-,-0.05,-,0.04,-,-0.13,-,-0.01,-,-0,Upgrade
14,EBT Excluding Unusual Items,834.26,812.07,770.7,648.06,749.22,561.82,404.02,431.83,291.33,572.78,Upgrade
15,Impairment of Goodwill,-10.61,-,-,-,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,1.03,-,10.72,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-,0.8,-,0.84,-,0.01,-,2.06,-,132.04,Upgrade
18,Other Unusual Items,-,-,-,-,-,36.88,-65.04,-,-,-,Upgrade
19,Pretax Income,823.65,812.87,770.7,649.93,749.22,609.42,338.98,433.89,291.33,704.82,Upgrade
20,Income Tax Expense,125.87,133.09,121.19,71.86,137.74,99.16,60.95,70.77,43.63,118.13,Upgrade
21,Earnings From Continuing Operations,697.79,679.78,649.51,578.07,611.48,510.26,278.03,363.12,247.7,586.69,Upgrade
22,Net Income to Company,697.79,679.78,649.51,578.07,611.48,510.26,278.03,363.12,247.7,586.69,Upgrade
23,Minority Interest in Earnings,-12.05,0.22,-10.89,-25.29,-41.42,-0.39,-2.37,1.82,-0.67,1.17,Upgrade
24,Net Income,685.74,680.01,638.61,552.78,570.06,509.87,275.66,364.94,247.04,587.86,Upgrade
25,Net Income to Common,685.74,680.01,638.61,552.78,570.06,509.87,275.66,364.94,247.04,587.86,Upgrade
26,Net Income Growth,7.38%,23.02%,12.03%,8.42%,106.80%,39.72%,11.59%,-37.92%,-54.94%,26.09%,Upgrade
27,Shares Outstanding (Basic),2966,2967,2972,2980,2990,3017,3029,3030,3032,3034,Upgrade
28,Shares Outstanding (Diluted),2975,2973,2985,2980,2990,3025,3038,3036,3048,3052,Upgrade
29,Shares Change (YoY),-0.35%,-0.26%,-0.17%,-1.47%,-1.57%,-0.36%,-0.32%,-0.54%,-0.01%,0.17%,Upgrade
30,EPS (Basic),0.23,0.23,0.21,0.19,0.19,0.17,0.09,0.12,0.08,0.19,Upgrade
31,EPS (Diluted),0.23,0.23,0.21,0.19,0.19,0.17,0.09,0.12,0.08,0.19,Upgrade
32,EPS Growth,7.76%,23.33%,12.22%,10.02%,110.14%,40.27%,11.84%,-37.60%,-54.92%,25.81%,Upgrade
33,Free Cash Flow,143.95,221.34,267.53,477.16,53.32,497.85,28.08,219,70.87,128.24,Upgrade
34,Free Cash Flow Per Share,0.05,0.07,0.09,0.16,0.02,0.16,0.01,0.07,0.02,0.04,Upgrade
35,Dividend Per Share,0.080,0.100,0.070,0.080,0.060,0.070,0.050,0.050,0.050,0.060,Upgrade
36,Dividend Growth,14.29%,25.00%,16.67%,14.29%,20.00%,40.00%,0%,-16.67%,0%,20.00%,Upgrade
37,Operating Margin,25.75%,27.02%,23.78%,21.97%,22.22%,19.94%,17.38%,18.13%,17.24%,25.44%,Upgrade
38,Profit Margin,20.54%,21.73%,19.16%,18.25%,16.74%,17.50%,11.28%,14.73%,13.86%,25.45%,Upgrade
39,Free Cash Flow Margin,4.31%,7.07%,8.03%,15.75%,1.57%,17.08%,1.15%,8.84%,3.98%,5.55%,Upgrade
40,EBITDA,1085,1048,985.47,832.97,948.67,771.05,611.98,608.72,454.7,720.43,Upgrade
41,D&A For EBITDA,225.26,201.92,192.99,167.49,192.35,189.98,187.4,159.33,147.25,132.69,Upgrade
42,EBIT,859.89,845.67,792.48,665.48,756.32,581.07,424.58,449.39,307.44,587.74,Upgrade
