,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1565,1615,1790,1668,1625,1662,1302,1446,1104,817.43,Upgrade
1,Short-Term Investments,-,1.1,-,46.79,-,37.92,-,61.55,-,2.35,Upgrade
2,Trading Asset Securities,41.74,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1606,1616,1790,1714,1625,1700,1302,1507,1104,819.78,Upgrade
4,Cash Growth,-10.24%,-5.72%,10.12%,0.86%,24.82%,12.75%,17.91%,83.89%,89.24%,-16.71%,Upgrade
5,Accounts Receivable,2222,2177,1991,2113,2314,2024,2003,1813,1624,1803,Upgrade
6,Other Receivables,26.19,56.09,-,47.96,-,109.96,-,144.95,-,106.1,Upgrade
7,Receivables,2248,2233,1991,2161,2314,2134,2003,1958,1624,1909,Upgrade
8,Inventory,1143,1114,1001,842.67,847.12,870.46,746.89,671.81,603.76,530.59,Upgrade
9,Prepaid Expenses,209.05,13.06,187.52,19.96,239.67,18.36,313.85,12.57,298.86,5.02,Upgrade
10,Other Current Assets,66.43,147.43,77.88,146.85,94.28,161.55,93.96,108.5,8.91,100.19,Upgrade
11,Total Current Assets,5273,5124,5046,4884,5120,4884,4460,4259,3640,3365,Upgrade
12,"Property, Plant & Equipment",5438,5053,4652,4517,4411,4382,4245,4170,3613,3678,Upgrade
13,Long-Term Investments,420.18,588.2,399.2,497.87,418.49,503.83,-,118.82,131.44,122.8,Upgrade
14,Goodwill,-,253.73,-,257.4,-,269.44,-,261.74,-,245.92,Upgrade
15,Other Intangible Assets,1201,473.93,1089,313.4,967.4,212.12,767.18,153.34,575.08,117.88,Upgrade
16,Long-Term Deferred Tax Assets,45.89,37.88,36.55,27.8,28.92,30.93,25.61,20.86,15.26,13.02,Upgrade
17,Long-Term Deferred Charges,-,429.77,-,468.33,-,425.64,-,270.31,-,181.71,Upgrade
18,Other Long-Term Assets,170.32,5.6,108.87,0.42,35.52,0.46,66.55,0.52,-,-,Upgrade
19,Total Assets,12549,11966,11332,10967,10982,10709,9564,9254,7975,7724,Upgrade
20,Accounts Payable,450.41,407.93,494.16,361.06,435.11,401.69,324.59,240.56,232.67,171.8,Upgrade
21,Accrued Expenses,604.53,109.41,451.61,128.1,426.42,118.72,482.44,102.99,328.33,90.66,Upgrade
22,Current Portion of Long-Term Debt,895,1421,1670,1646,2212,1414,1141,1327,1066,816.92,Upgrade
23,Current Portion of Leases,2.24,2.19,2.16,1.8,2.87,2.81,2.97,3.66,3.5,2.39,Upgrade
24,Current Income Taxes Payable,6.59,77.16,31.35,56.56,80.22,57.3,2.82,30.88,15.4,63.21,Upgrade
25,Current Unearned Revenue,46.73,70.38,55.51,81.73,53.5,94.33,47.58,45.93,54.59,47.41,Upgrade
26,Other Current Liabilities,-,433.8,-,402.56,-,305.07,-,366.61,-,384.63,Upgrade
27,Total Current Liabilities,2005,2521,2705,2678,3210,2394,2001,2118,1701,1577,Upgrade
28,Long-Term Debt,2713,1948,1710,1562,1114,1689,1330,1100,1091,878.94,Upgrade
29,Long-Term Leases,2.63,3.76,4.87,-,0.35,1.8,3.22,4.61,6.43,0.9,Upgrade
30,Long-Term Unearned Revenue,240.37,203.71,197.86,160.39,105.26,109.69,109.56,96.84,50.54,56.14,Upgrade
31,Long-Term Deferred Tax Liabilities,17.94,21.16,32.94,20.85,22.97,21.41,13.05,19.35,10.27,24.2,Upgrade
32,Total Liabilities,4979,4698,4650,4421,4452,4216,3457,3338,2859,2537,Upgrade
33,Common Stock,66.19,66.19,66.21,66.29,66.54,66.74,67.33,67.68,67.42,67.45,Upgrade
34,Additional Paid-In Capital,9.46,9.46,13.81,32.66,77.11,113.1,222.74,299.78,299.3,417.59,Upgrade
35,Retained Earnings,7542,7153,6681,6280,5906,5545,5186,5062,4848,4674,Upgrade
36,Comprehensive Income & Other,-364.98,-295.79,-409.97,-164.91,160.4,494.18,365.4,222.66,-295.69,-173.11,Upgrade
37,Total Common Equity,7252,6933,6351,6214,6210,6219,5842,5652,4919,4986,Upgrade
38,Minority Interest,317.57,336.16,330.92,332.22,319.87,273.85,265.63,263.18,197.51,200.73,Upgrade
39,Shareholders' Equity,7570,7269,6682,6546,6530,6493,6107,5915,5117,5187,Upgrade
40,Total Liabilities & Equity,12549,11966,11332,10967,10982,10709,9564,9254,7975,7724,Upgrade
41,Total Debt,3612,3374,3387,3209,3328,3108,2477,2435,2167,1699,Upgrade
42,Net Cash (Debt),-2006,-1758,-1597,-1495,-1703,-1408,-1175,-927.89,-1063,-879.38,Upgrade
43,Net Cash Per Share,-0.67,-0.59,-0.54,-0.50,-0.57,-0.47,-0.39,-0.31,-0.35,-0.29,Upgrade
44,Filing Date Shares Outstanding,2969,2969,2972,2973,2990,2997,3029,3044,3032,3032,Upgrade
45,Total Common Shares Outstanding,2969,2969,2972,2973,2990,2997,3029,3044,3032,3032,Upgrade
46,Working Capital,3267,2603,2341,2207,1911,2490,2459,2141,1940,1788,Upgrade
47,Book Value Per Share,2.44,2.33,2.14,2.09,2.08,2.08,1.93,1.86,1.62,1.64,Upgrade
48,Tangible Book Value,6051,6205,5262,5643,5242,5737,5075,5237,4344,4623,Upgrade
49,Tangible Book Value Per Share,2.04,2.09,1.77,1.90,1.75,1.91,1.68,1.72,1.43,1.52,Upgrade
50,Buildings,-,3231,-,2675,-,2705,-,2358,-,1815,Upgrade
51,Machinery,-,3486,-,3035,-,3006,-,2683,-,2193,Upgrade
52,Construction In Progress,-,552.53,-,809.26,-,471.95,-,533.08,-,782.17,Upgrade
